"TOA5","45736","CR1000X","45736","CR1000X.Std.07.02","CPU:GCF_2_Lorenz.CR1X","948","low_freq"
"TIMESTAMP","RECORD","BattV_Min","BattV_Avg","PTemp_C_Avg","SR01Up_Avg","SR01Dn_Avg","IR01Up_Avg","IR01Dn_Avg","NR01TC_Avg","NR01TK_Avg","NetRs_Avg","NetRl_Avg","Albedo_Avg","UpTot_Avg","DnTot_Avg","NetTot_Avg","IR01UpCo_Avg","IR01DnCo_Avg","VWC_1_Avg","EC_1_Avg","T_1_Avg","P_1","PA_1","VR_1","SHF_Avg","TCAV_Avg","AirTC_Avg","RH"
"2024-04-22 10:28:00",33,12.91,12.93,11.39,346.4,69.26,0.59,9.09,6.739,279.9,277.2,-8.5,0.2,347,78.34,268.7,348.5,357,0.034,0.01,7.257,3.151,1.2094,1.0126,243.5704,6.114,6.14,69.93
"2024-04-22 10:29:00",34,12.89,12.93,11.39,331.3,65.41,0.282,9.12,6.741,279.9,265.9,-8.84,0.197,331.5,74.53,257,348.2,357.1,0.034,0.01,7.246,3.1518,1.2094,1.0125,264.8556,6.112,6.116,71.45
"2024-04-22 10:30:00",35,12.89,12.92,11.39,331.4,64.96,0.264,9.21,6.774,279.9,266.5,-8.94,0.196,331.7,74.17,257.5,348.4,357.3,0.034,0.01,7.244,3.1277,1.2083,1.0125,281.6644,6.119,6.152,71.59
"2024-04-22 10:31:00",36,12.89,12.92,11.39,337,66.56,0.006,9.19,6.827,280,270.4,-9.19,0.198,337,75.76,261.2,348.4,357.6,0.033,0.01,7.257,3.1478,1.2094,1.013,298.6311,6.133,6.378,69.46
"2024-04-22 10:32:00",37,12.9,12.92,11.39,331.1,66.8,0.06,9.11,6.891,280,264.3,-9.05,0.202,331.2,75.91,255.3,348.8,357.8,0.033,0.01,7.267,3.1542,1.2094,1.0121,315.5213,6.142,6.51,67.52
"2024-04-22 10:33:00",38,12.91,12.92,11.39,318.1,64.68,-0.19,8.91,6.942,280.1,253.4,-9.1,0.203,317.9,73.59,244.3,348.8,357.9,0.034,0.01,7.274,3.151,1.2094,1.0126,331.1457,6.153,6.697,66.03
"2024-04-22 10:34:00",39,12.91,12.93,11.4,317.2,64.47,-0.219,8.79,6.993,280.1,252.7,-9.01,0.203,317,73.26,243.7,349,358,0.034,0.01,7.27,3.1253,1.2083,1.0129,341.7315,6.14,6.852,65.5
"2024-04-22 10:35:00",40,12.93,12.94,11.41,321.2,65.06,0.091,8.82,7.039,280.2,256.1,-8.73,0.203,321.2,73.88,247.4,349.5,358.3,0.033,0.01,7.296,3.1419,1.2094,1.0139,345.7197,6.141,6.913,65.73
"2024-04-22 10:36:00",41,12.93,12.95,11.41,317.5,64.34,-0.048,8.58,7.085,280.2,253.2,-8.63,0.203,317.5,72.92,244.6,349.6,358.3,0.033,0.01,7.31,3.1455,1.2094,1.0134,350.4247,6.146,6.964,66.21
"2024-04-22 10:37:00",42,12.93,12.94,11.42,308.7,61.76,-0.067,8.23,7.116,280.3,246.9,-8.3,0.2,308.6,69.99,238.6,349.8,358.1,0.034,0.01,7.337,3.1269,1.2083,1.0126,350.3923,6.132,6.974,64.21
"2024-04-22 10:38:00",43,12.93,12.95,11.43,304.7,59.55,0.01,8.31,7.145,280.3,245.1,-8.3,0.195,304.7,67.87,236.8,350,358.3,0.033,0.01,7.343,3.1261,1.2083,1.0128,345.8921,6.124,7.019,64.89
"2024-04-22 10:39:00",44,12.94,12.96,11.44,313.5,60.71,0.169,8.31,7.183,280.3,252.8,-8.14,0.194,313.7,69.02,244.7,350.3,358.5,0.033,0.01,7.349,3.1454,1.2094,1.0134,339.6393,6.131,7.025,64.99
"2024-04-22 10:40:00",45,12.96,12.97,11.45,328.2,63.86,0.114,8.3,7.223,280.4,264.4,-8.18,0.195,328.3,72.16,256.2,350.5,358.7,0.033,0.01,7.389,3.1249,1.2083,1.0129,335.565,6.133,7.05,65.81
"2024-04-22 10:41:00",46,12.97,12.98,11.46,336.4,66.66,-0.004,8.25,7.266,280.4,269.7,-8.25,0.198,336.4,74.91,261.5,350.6,358.8,0.033,0.01,7.404,3.1261,1.2083,1.0128,321.4305,6.141,7.047,65.99
"2024-04-22 10:42:00",47,12.97,12.99,11.48,332.9,66.78,-0.231,8.08,7.294,280.4,266.1,-8.31,0.201,332.6,74.85,257.8,350.5,358.8,0.034,0.01,7.414,3.1491,1.2094,1.0129,315.6349,6.147,7.076,65.64
"2024-04-22 10:43:00",48,12.97,12.99,11.49,322.1,65.06,-0.122,8.01,7.318,280.5,257,-8.13,0.202,322,73.07,248.9,350.7,358.9,0.033,0.01,7.422,3.1221,1.2083,1.0133,308.6193,6.138,7.165,63.93
"2024-04-22 10:44:00",49,12.97,12.99,11.5,310.7,62.39,0.126,8.04,7.339,280.5,248.3,-7.91,0.201,310.9,70.42,240.4,351.1,359,0.034,0.01,7.433,3.1332,1.2083,1.0117,301.2115,6.131,7.205,63.85
"2024-04-22 10:45:00",50,12.97,12.99,11.51,300.7,60.18,-0.248,7.929,7.354,280.5,240.5,-8.18,0.2,300.4,68.11,232.3,350.8,359,0.033,0.01,7.439,3.1479,1.2094,1.013,295.1841,6.138,7.216,65.06
"2024-04-22 10:46:00",51,12.96,12.99,11.53,293.5,58.87,-0.09,7.669,7.363,280.5,234.7,-7.759,0.201,293.5,66.53,226.9,351,358.7,0.034,0.01,7.46,3.1502,1.2094,1.0127,294.2219,6.136,7.216,65.94
"2024-04-22 10:47:00",52,12.98,12.99,11.54,289,56.91,-0.166,7.675,7.347,280.5,232.1,-7.841,0.197,288.8,64.58,224.2,350.8,358.7,0.034,0.01,7.487,3.1534,1.2094,1.0122,285.0619,6.14,7.218,64.92
"2024-04-22 10:48:00",53,12.96,12.99,11.55,289.2,56.82,-0.343,7.478,7.349,280.5,232.4,-7.821,0.196,288.9,64.3,224.6,350.7,358.5,0.034,0.01,7.487,3.1502,1.2094,1.0127,279.4189,6.128,7.244,68.43
"2024-04-22 10:49:00",54,12.97,12.99,11.56,288.9,56.8,-0.034,7.403,7.36,280.5,232,-7.437,0.197,288.8,64.21,224.6,351,358.5,0.033,0.01,7.476,3.1253,1.2083,1.0129,276.1297,6.13,7.216,65.6
"2024-04-22 10:50:00",55,12.97,12.99,11.57,287,56.02,-0.283,7.354,7.367,280.5,230.9,-7.637,0.195,286.7,63.37,223.3,350.8,358.4,0.033,0.01,7.469,3.1245,1.2083,1.013,276.4908,6.12,7.237,66.3
"2024-04-22 10:51:00",56,12.98,12.99,11.58,288.1,56.67,-0.201,7.399,7.391,280.5,231.5,-7.6,0.197,287.9,64.06,223.9,351,358.6,0.033,0.01,7.483,3.1281,1.2083,1.0125,274.509,6.104,7.27,64.85
"2024-04-22 10:52:00",57,12.98,12.99,11.59,290.2,57.49,-0.181,7.309,7.421,280.6,232.7,-7.49,0.198,290,64.8,225.2,351.2,358.7,0.033,0.01,7.486,3.1511,1.2094,1.0126,272.8389,6.079,7.347,64.15
"2024-04-22 10:53:00",58,12.98,12.99,11.6,292.7,58.11,-0.07,7.259,7.447,280.6,234.6,-7.329,0.199,292.6,65.37,227.3,351.4,358.7,0.034,0.01,7.485,3.1463,1.2094,1.0133,274.7569,6.08,7.429,63.63
"2024-04-22 10:54:00",59,12.99,12.99,11.61,294.5,58.6,-0.207,7.067,7.465,280.6,235.9,-7.275,0.199,294.2,65.67,228.6,351.4,358.6,0.033,0.01,7.497,3.1443,1.2094,1.0136,274.6386,6.086,7.47,64.42
"2024-04-22 10:55:00",60,12.99,12.99,11.62,299.1,59.18,0.016,7.08,7.473,280.6,239.9,-7.064,0.198,299.1,66.26,232.8,351.6,358.7,0.033,0.01,7.493,3.1447,1.2094,1.0135,272.6524,6.093,7.454,64.41
"2024-04-22 10:56:00",61,12.99,13,11.63,305.5,59.87,-0.167,6.73,7.458,280.6,245.7,-6.897,0.196,305.4,66.6,238.8,351.4,358.3,0.034,0.01,7.475,3.1241,1.2083,1.013,270.1962,6.1,7.411,64.22
"2024-04-22 10:57:00",62,13,13,11.64,307.6,60.3,-0.23,6.428,7.417,280.6,247.3,-6.659,0.196,307.4,66.73,240.7,351.1,357.8,0.033,0.01,7.418,3.1471,1.2094,1.0132,265.0016,6.112,7.347,63.83
"2024-04-22 10:58:00",63,12.99,13,11.64,306,60.27,-0.296,6.69,7.403,280.6,245.7,-6.986,0.197,305.7,66.96,238.8,351,358,0.033,0.01,7.387,3.1245,1.2083,1.013,261.9826,6.122,7.236,65.09
"2024-04-22 10:59:00",64,13,13,11.64,306.7,60.28,-0.234,6.838,7.403,280.6,246.4,-7.073,0.197,306.5,67.12,239.4,351,358.1,0.034,0.01,7.369,3.1538,1.2094,1.0122,260.1561,6.13,7.187,65.58
"2024-04-22 11:00:00",65,12.99,13,11.64,312.7,60.62,-0.048,6.911,7.415,280.6,252.1,-6.958,0.194,312.7,67.54,245.1,351.3,358.2,0.033,0.01,7.354,3.1245,1.2083,1.013,257.3021,6.136,7.158,64.45
"2024-04-22 11:01:00",66,12.99,13,11.64,323.2,61.37,-0.132,6.763,7.415,280.6,261.8,-6.895,0.19,323.1,68.13,254.9,351.2,358.1,0.033,0.01,7.326,3.1518,1.2094,1.0125,253.1379,6.139,7.174,63.76
"2024-04-22 11:02:00",67,12.99,13,11.64,335.5,63.3,-0.063,6.845,7.413,280.6,272.2,-6.908,0.189,335.5,70.14,265.3,351.3,358.2,0.034,0.01,7.331,3.147,1.2094,1.0132,255.6383,6.145,7.157,64.28
"2024-04-22 11:03:00",68,13,13,11.65,342.8,65.18,-0.03,6.877,7.412,280.6,277.6,-6.908,0.19,342.8,72.05,270.7,351.3,358.2,0.033,0.01,7.301,3.1526,1.2094,1.0124,251.9862,6.151,7.202,64.21
"2024-04-22 11:04:00",69,13,13,11.64,343.8,66.12,-0.098,6.958,7.424,280.6,277.6,-7.056,0.192,343.7,73.08,270.6,351.3,358.3,0.034,0.01,7.275,3.1494,1.2094,1.0128,252.5602,6.156,7.266,64.46
"2024-04-22 11:05:00",70,13,13.01,11.64,342.1,66.03,-0.015,7.181,7.439,280.6,276.1,-7.196,0.193,342.1,73.21,268.9,351.4,358.6,0.034,0.01,7.275,3.1439,1.2094,1.0136,252.9612,6.158,7.302,64.21
"2024-04-22 11:06:00",71,13.01,13.02,11.64,341.3,66.39,-0.032,7.141,7.461,280.6,274.9,-7.173,0.195,341.3,73.53,267.8,351.5,358.7,0.034,0.01,7.248,3.1454,1.2094,1.0134,247.9842,6.161,7.352,63.2
"2024-04-22 11:07:00",72,13.01,13.02,11.64,341.2,66.31,-0.278,7.193,7.471,280.6,274.9,-7.472,0.194,341,73.5,267.5,351.3,358.8,0.033,0.01,7.246,3.153,1.2094,1.0123,247.3002,6.162,7.353,64.31
"2024-04-22 11:08:00",73,13.01,13.02,11.65,346.4,66.82,-0.005,7.186,7.483,280.6,279.5,-7.191,0.193,346.4,74.01,272.3,351.7,358.9,0.034,0.01,7.258,3.1549,1.2094,1.012,247.2731,6.162,7.404,62.16
"2024-04-22 11:09:00",74,13.02,13.02,11.65,355,68.06,-0.085,7.115,7.496,280.6,286.9,-7.2,0.192,354.9,75.17,279.7,351.7,358.9,0.034,0.01,7.263,3.1474,1.2094,1.0131,244.0659,6.163,7.43,62.74
"2024-04-22 11:10:00",75,13.02,13.02,11.65,366.4,69.94,0.219,7.227,7.509,280.7,296.4,-7.008,0.191,366.6,77.17,289.4,352,359,0.034,0.01,7.257,3.151,1.2094,1.0126,242.6148,6.165,7.412,62.84
"2024-04-22 11:11:00",76,13.03,13.03,11.65,376.6,72.24,-0.115,7.265,7.533,280.7,304.3,-7.38,0.192,376.4,79.5,296.9,351.8,359.2,0.034,0.01,7.28,3.1498,1.2094,1.0128,238.6019,6.164,7.395,64.3
"2024-04-22 11:12:00",77,13.03,13.03,11.66,383.6,74.71,0.282,7.22,7.565,280.7,308.9,-6.939,0.195,383.9,81.9,301.9,352.4,359.3,0.033,0.01,7.31,3.1257,1.2083,1.0128,237.7809,6.163,7.445,63.86
"2024-04-22 11:13:00",78,13.03,13.04,11.66,387.3,75.08,0.103,7.297,7.562,280.7,312.2,-7.194,0.194,387.4,82.4,305,352.2,359.4,0.033,0.01,7.34,3.1514,1.2094,1.0125,234.4185,6.162,7.444,65.1
"2024-04-22 11:14:00",79,13.03,13.04,11.67,389.7,76.11,-0.037,7.552,7.585,280.7,313.6,-7.588,0.195,389.7,83.7,306,352.1,359.7,0.033,0.01,7.373,3.1463,1.2094,1.0133,232.0449,6.165,7.439,64.41
"2024-04-22 11:15:00",80,13.03,13.04,11.68,393,77.6,0.025,7.78,7.623,280.8,315.4,-7.755,0.197,393,85.4,307.6,352.4,360.2,0.034,0.01,7.4,3.1261,1.2083,1.0128,233.3698,6.165,7.383,63.91
"2024-04-22 11:16:00",81,13.04,13.04,11.69,395.8,78.44,-0.064,8,7.668,280.8,317.4,-8.07,0.198,395.7,86.4,309.3,352.5,360.6,0.034,0.01,7.431,3.147,1.2094,1.0132,227.0295,6.165,7.427,64.33
"2024-04-22 11:17:00",82,13.04,13.05,11.69,399.1,79.37,0.116,7.921,7.715,280.9,319.7,-7.805,0.199,399.2,87.3,311.9,353,360.8,0.033,0.01,7.454,3.1538,1.2094,1.0122,227.2758,6.166,7.502,62.71
"2024-04-22 11:18:00",83,13.04,13.04,11.7,400.4,78.91,-0.076,7.891,7.748,280.9,321.4,-7.967,0.197,400.3,86.8,313.5,352.9,360.9,0.034,0.01,7.48,3.1502,1.2094,1.0127,230.3167,6.166,7.54,63.25
"2024-04-22 11:19:00",84,13.04,13.04,11.71,402.2,79.24,-0.039,7.964,7.791,280.9,322.9,-8,0.197,402.1,87.2,314.9,353.2,361.2,0.033,0.01,7.508,3.1427,1.2094,1.0138,231.0313,6.164,7.612,62.45
"2024-04-22 11:20:00",85,13.04,13.04,11.73,404.7,79.67,0.012,8.01,7.833,281,325,-7.996,0.197,404.7,87.7,317,353.4,361.4,0.033,0.01,7.53,3.1515,1.2094,1.0125,229.3716,6.161,7.621,62.34
"2024-04-22 11:21:00",86,13.04,13.05,11.74,407.6,80.5,0.305,7.841,7.863,281,327.1,-7.536,0.197,407.9,88.3,319.6,353.9,361.4,0.033,0.01,7.544,3.1491,1.2094,1.0129,226.4837,6.16,7.663,60.57
"2024-04-22 11:22:00",87,13.04,13.04,11.75,406.9,79.93,-0.198,7.542,7.856,281,326.9,-7.741,0.196,406.7,87.5,319.2,353.3,361.1,0.034,0.01,7.538,3.1522,1.2094,1.0124,226.2955,6.162,7.649,60.15
"2024-04-22 11:23:00",88,13.04,13.04,11.77,404.5,79.91,0.233,7.861,7.858,281,324.6,-7.628,0.198,404.8,87.8,317,353.8,361.4,0.033,0.01,7.549,3.1514,1.2094,1.0125,221.9647,6.161,7.53,60.06
"2024-04-22 11:24:00",89,13.04,13.04,11.78,400.9,78.34,0.093,7.758,7.84,281,322.5,-7.665,0.195,401,86.1,314.9,353.6,361.2,0.033,0.01,7.564,3.1577,1.2094,1.0116,218.5345,6.165,7.4,61.87
"2024-04-22 11:25:00",90,13.03,13.04,11.79,398.6,78.03,0.156,7.91,7.839,281,320.6,-7.754,0.196,398.8,85.9,312.8,353.6,361.4,0.033,0.01,7.568,3.1269,1.2083,1.0126,212.197,6.168,7.319,61.38
"2024-04-22 11:26:00",91,13.03,13.04,11.8,394,76.56,-0.08,7.844,7.823,281,317.5,-7.924,0.194,394,84.4,309.6,353.3,361.2,0.033,0.01,7.577,3.1518,1.2094,1.0125,208.255,6.171,7.252,62.32
"2024-04-22 11:27:00",92,13.03,13.04,11.81,389.2,75.63,0.088,7.905,7.817,281,313.6,-7.816,0.194,389.3,83.5,305.7,353.4,361.3,0.034,0.01,7.569,3.1518,1.2094,1.0125,202.1117,6.173,7.266,63.09
"2024-04-22 11:28:00",93,13.03,13.04,11.82,383.6,74.94,-0.064,8.02,7.826,281,308.7,-8.08,0.195,383.5,83,300.6,353.3,361.4,0.034,0.01,7.59,3.1269,1.2083,1.0126,199.1434,6.174,7.319,61.93
"2024-04-22 11:29:00",94,13.03,13.03,11.83,379.2,74.24,-0.122,7.792,7.833,281,304.9,-7.914,0.196,379.1,82,297,353.3,361.2,0.033,0.01,7.588,3.1463,1.2094,1.0133,195.9445,6.177,7.355,60.93
"2024-04-22 11:30:00",95,13.03,13.03,11.84,377.4,73.56,0.014,7.804,7.835,281,303.9,-7.79,0.195,377.5,81.4,296.1,353.5,361.2,0.033,0.01,7.594,3.1431,1.2094,1.0137,192.5005,6.181,7.416,60.45
"2024-04-22 11:31:00",96,13.02,13.03,11.85,380.2,73.99,0.01,7.837,7.848,281,306.2,-7.828,0.195,380.2,81.8,298.4,353.5,361.3,0.033,0.01,7.6,3.1439,1.2094,1.0136,190.5899,6.183,7.452,61.09
"2024-04-22 11:32:00",97,13.04,13.04,11.86,385.5,75.06,-0.15,7.798,7.86,281,310.4,-7.948,0.195,385.3,82.9,302.5,353.4,361.4,0.033,0.01,7.599,3.1435,1.2094,1.0137,190.9523,6.188,7.427,61.84
"2024-04-22 11:33:00",98,13.04,13.04,11.87,392.7,76.49,-0.086,8.01,7.891,281,316.2,-8.1,0.195,392.6,84.5,308.1,353.6,361.7,0.033,0.01,7.599,3.1451,1.2094,1.0134,188.5099,6.189,7.466,62.69
"2024-04-22 11:34:00",99,13.04,13.05,11.88,400.4,78.51,0.232,8.08,7.937,281.1,321.9,-7.852,0.196,400.6,86.6,314,354.2,362,0.033,0.01,7.616,3.1431,1.2094,1.0137,187.6228,6.187,7.521,61.45
"2024-04-22 11:35:00",100,13.03,13.05,11.89,407.8,79.76,0.139,7.852,7.964,281.1,328,-7.712,0.196,407.9,87.6,320.3,354.2,361.9,0.034,0.01,7.648,3.1447,1.2094,1.0135,186.3257,6.186,7.613,60.05
"2024-04-22 11:36:00",101,13.05,13.06,11.9,414.7,80.8,0.124,7.991,7.988,281.1,333.8,-7.867,0.195,414.8,88.8,326,354.3,362.2,0.033,0.01,7.674,3.1451,1.2094,1.0134,185.7588,6.182,7.6,60.77
"2024-04-22 11:37:00",102,13.06,13.07,11.91,422.1,82.7,0.156,8.31,8.03,281.2,339.4,-8.16,0.196,422.3,91,331.3,354.6,362.8,0.034,0.01,7.71,3.1451,1.2094,1.0134,184.9538,6.179,7.638,60.75
