file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,cell_t_mean,int_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--
TOA5_45736.high_freq_2024_06_04_1330.dat,2024-06-04,14:00,156.5832,1,36000,36000,-0.333754E-01,0,18.8080,1,88.5360,0,-8.02042,0,1.98528,0,-9999,-9999,-9999,-9999,0.242753E-09,0.604856E-11,13.3591,407.279,410.976,0.250000,0,332.862,10.1480,10.2520,0.00000,0,284.745,283.830,77651.6,0.949488,1010.82,0.304870E-01,0.128646,0.599817E-02,785.679,1280.97,0.631727E-02,61.3347,495.292,276.662,-0.797481,-2.39305,0.218386E-01,2.52252,-0.224965E-12,0.181714E-13,2.52252,5.12708,152.335,251.569,0.496042,-9999,0.187486,0.495870,-25.5123,-0.782563E-01,0.212434,-0.104523,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.330670E-01,1.00933,23.3069,1.01860,80.3721,1.07768,-9.04618,1.07768,1.80221,1.07768,800000099,800000099,800000099,800001199,800001199,800001199,899999999,899999999,89999,89999,89,89,3,17,3,23,68,32,0.486107,0.441705,0.639274E-01,0.771854,0.118588,342.862,0.242840E-01,-0.904618E-02,1.80221,284.435,78066.5
TOA5_45736.high_freq_2024_06_04_1400.dat,2024-06-04,14:30,156.6040,1,36000,36000,-0.520973E-01,0,84.0352,0,150.186,0,-8.91173,0,3.36785,0,0.595016E-01,1.06850,-0.281141E-01,0.239606E-01,-0.138706E-10,-0.368363E-12,13.3288,406.519,410.239,0.00000,0,353.974,10.7959,10.9138,0.00000,0,284.858,283.885,77651.6,0.949074,1011.18,0.304992E-01,0.218237,0.637861E-02,835.672,1285.64,0.672088E-02,65.0007,449.964,277.540,-1.00955,-3.09618,0.160493E-01,3.25665,0.110393E-12,-0.104065E-14,3.25665,5.69026,153.386,251.941,0.282364,-9999,0.234292,0.527388,-11.1441,-0.179153,0.559542,-0.373746,0,35.2543,-5.34997,12.1017,30.1348,45.9575,64.4561,96.5669,-0.515990E-01,1.00966,90.4731,1.02025,131.327,1.09422,-13.1489,1.09422,2.94496,1.09422,800000099,800000099,800000099,800000099,800000099,800010199,899999999,899999999,89999,89999,89,89,12,4,1,13,19,31,0.364256,0.600288,0.902319E-01,1.04774,0.205609E-01,427.926,0.942740E-01,-0.131489E-01,2.94496,285.381,78062.0
TOA5_45736.high_freq_2024_06_04_1430.dat,2024-06-04,15:00,156.6249,1,36000,36000,-0.542296E-01,0,20.8340,0,80.2969,0,-3.04517,0,1.79926,0,-0.855151,-0.143700,-0.315445E-01,-0.321997E-02,0.653488E-10,0.172512E-11,13.3383,405.668,409.333,0.00000,0,352.114,10.7091,10.8250,0.00000,0,284.060,283.097,77651.6,0.951746,1011.12,0.304137E-01,0.116592,0.634510E-02,828.974,1219.72,0.666679E-02,67.9642,390.748,277.425,-0.628834,-3.26945,0.487021E-01,3.32973,0.498842E-13,0.489933E-14,3.32973,5.75916,145.779,259.113,0.838063,-9999,0.238703,0.425317,-47.5360,-0.419997E-01,0.259462,-0.906970E-01,0,35.5254,-5.39112,12.1947,30.3666,46.3110,64.9518,97.3097,-0.537081E-01,1.00971,24.7236,1.02044,71.3955,1.09584,-4.37360,1.09584,1.59981,1.09584,800000099,800000099,800000099,800000099,800000099,800001199,899999999,899999999,89999,89999,89,89,13,4,0,32,38,30,0.444852,0.313898,0.918843E-01,0.596974,0.567142E-02,183.423,0.256916E-01,-0.437360E-02,1.59981,283.842,78049.1
TOA5_45736.high_freq_2024_06_04_1500.dat,2024-06-04,15:30,156.6457,1,36000,36000,-0.319278E-01,0,-8.90153,2,51.0914,0,1.02349,0,1.14437,0,-0.466712,-1.72130,-0.273113,-0.385546E-01,-0.136138E-09,-0.330549E-11,13.1208,398.317,401.401,0.00000,0,318.580,9.67133,9.76578,0.00000,0,283.536,282.668,77651.6,0.953563,1010.54,0.303576E-01,0.741551E-01,0.574082E-02,748.890,1185.11,0.602038E-02,63.1916,436.220,275.985,-0.491058,-3.65439,0.373270E-01,3.68742,-0.120986E-13,-0.103757E-13,3.68742,6.67379,142.734,262.347,0.580003,-9999,0.182983,0.390484,50.1081,0.398439E-01,-0.174227,0.504839E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.315783E-01,1.01107,-6.04241,1.02464,45.1607,1.13071,0.882438,1.13071,1.01153,1.13071,800000099,800000099,800000099,800001099,800000099,800000099,899999999,899999999,89999,89999,89,89,13,7,1,3,26,20,0.418940,0.285668,0.763590E-01,0.450154,0.232820E-01,260.419,-0.627058E-02,0.882438E-03,1.01153,282.424,78051.6
TOA5_45736.high_freq_2024_06_04_1530.dat,2024-06-04,16:00,156.6665,1,36000,36000,-0.408139E-01,1,15.2607,0,75.9499,0,-1.73789,1,1.70185,0,0.461355,2.51089,0.239170,0.562629E-01,-0.800867E-10,-0.221379E-11,13.3069,404.767,408.094,0.00000,0,367.835,11.1888,11.3154,0.00000,0,284.099,283.093,77651.6,0.951590,1011.38,0.304179E-01,0.110280,0.662839E-02,865.971,1219.34,0.696559E-02,71.0198,353.366,278.049,-0.772618,-2.57786,0.802617E-02,2.69116,-0.355222E-12,-0.601844E-14,2.69116,5.57427,154.333,253.316,0.170880,-9999,0.207099,0.705727,-42.3857,-0.471032E-01,0.200932,-0.765654E-01,0,35.5045,-5.38794,12.1875,30.3487,46.2836,64.9135,97.2522,-0.404353E-01,1.00936,19.1036,1.01894,68.5926,1.08151,-2.93088,1.08151,1.53699,1.08151,800000099,800000099,800000099,800001099,800001099,800011099,899999999,899999999,89999,89999,89,89,18,9,1,21,42,23,0.696907,0.645281,0.692669E-01,0.543472,0.112163E-01,296.568,0.198496E-01,-0.293088E-02,1.53699,283.465,78048.7
TOA5_45736.high_freq_2024_06_04_1600.dat,2024-06-04,16:30,156.6873,1,36000,36000,-0.600725E-01,1,-6.26664,2,109.128,0,-0.836104,2,2.44451,0,-0.370978,0.216703,-0.204336,0.485420E-02,0.143717E-09,0.407452E-11,13.1412,399.263,402.429,0.500000E-01,0,372.568,11.3195,11.4491,0.00000,0,283.768,282.752,77651.6,0.952692,1011.45,0.303824E-01,0.158404,0.671367E-02,876.055,1191.72,0.704706E-02,73.5121,315.660,278.215,0.793799,-1.78618,-0.654089E-01,1.95572,0.390557E-12,0.109363E-13,1.95572,6.48114,115.960,293.961,-1.91661,-9999,0.251109,1.58070,183.999,0.108506E-01,-0.574245E-01,0.258987E-01,0,32.5417,-4.93832,11.1705,27.8161,42.4214,59.4966,89.1367,-0.595714E-01,1.00841,-0.179083,1.01757,101.208,1.06987,-1.40814,1.06987,2.26709,1.06987,800000099,800000099,800000099,800001199,800000099,800000099,899999999,899999999,89999,89999,89,89,1,2,3,20,306,46,1.77570,1.25908,0.126619,0.178818,0.860911E-01,1716.52,-0.185849E-03,-0.140814E-02,2.26709,282.243,78063.5
TOA5_45736.high_freq_2024_06_04_1630.dat,2024-06-04,17:00,156.7082,1,36000,36000,-0.100575,0,-9.73031,1,101.706,0,-3.06670,0,2.27731,0,-0.462625,-0.562737,-0.623443E-01,-0.126003E-01,-0.152531E-10,-0.421265E-12,13.1072,397.586,400.720,0.00000,0,361.997,10.9806,11.1025,0.00000,0,283.311,282.327,77651.6,0.954248,1011.25,0.303335E-01,0.147569,0.652318E-02,849.919,1158.12,0.683594E-02,73.3880,308.198,277.781,1.55024,-1.89025,-0.519879E-01,2.44520,-0.859743E-13,-0.116373E-14,2.44520,6.40014,95.2806,309.356,-1.21827,-9999,0.324650,0.973423,256.067,0.779678E-02,-0.956712E-01,0.310593E-01,0,36.6133,-5.55620,12.5681,31.2965,47.7291,66.9407,100.289,-0.997087E-01,1.00869,-4.06238,1.01876,93.3401,1.08389,-3.23006,1.08389,2.08999,1.08389,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,11,1,19,128,6,0.657812,1.13141,0.157619,0.350251E-01,0.185045E-02,286.340,-0.420978E-02,-0.323006E-02,2.08999,281.703,78077.8
TOA5_45736.high_freq_2024_06_04_1700.dat,2024-06-04,17:30,156.7290,1,36000,36000,-0.349090E-01,1,-6.13038,0,49.3639,0,-1.27818,0,1.10506,0,-0.258957,-0.593953,-0.767128E-01,-0.132963E-01,0.169773E-10,0.455992E-12,13.0517,395.525,398.876,0.00000,0,350.554,10.6234,10.7374,0.00000,0,283.040,282.089,77651.6,0.955180,1011.05,0.303045E-01,0.716081E-01,0.631698E-02,822.360,1139.70,0.661339E-02,72.1559,317.338,277.311,-0.434633E-01,-2.57461,0.516708E-02,2.57498,-0.190289E-12,0.130078E-14,2.57498,5.08243,132.011,269.033,0.114972,-9999,0.191173,0.816218,82.9851,0.240585E-01,-0.124187,0.332049E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.345912E-01,1.00919,-3.36821,1.01996,45.0717,1.09145,-1.30117,1.09145,1.00898,1.09145,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,24,1,2,2,23,5,1.03774,0.546921,0.477702E-01,0.226812,0.147488E-02,188.020,-0.348772E-02,-0.130117E-02,1.00898,281.965,78087.3
TOA5_45736.high_freq_2024_06_04_1730.dat,2024-06-04,18:00,156.7498,1,36000,36000,-0.345532E-01,1,-10.9826,0,37.7893,0,1.04965,2,0.845792,0,-0.218346,0.271961,0.239072,0.608696E-02,-0.138404E-09,-0.371429E-11,13.2722,401.944,405.443,0.250000,0,356.182,10.7868,10.9044,0.00000,0,282.854,281.889,77651.6,0.955800,1011.14,0.302846E-01,0.548073E-01,0.641839E-02,834.969,1124.36,0.671520E-02,74.2618,289.390,277.528,0.142262,-3.00730,-0.204812E-01,3.01073,0.481390E-13,-0.104281E-13,3.01073,5.66521,132.145,272.708,-0.389771,-9999,0.190134,0.418252,45.5716,0.438101E-01,-0.290628,0.597680E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.341919E-01,1.01057,-8.75518,1.02318,34.1429,1.11369,1.11866,1.11369,0.764179,1.11369,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,20,2,2,7,22,5,0.580241,0.207759,0.485034E-01,0.127742,0.100883E-01,126.256,-0.905916E-02,0.111866E-02,0.764179,281.615,78076.4
TOA5_45736.high_freq_2024_06_04_1800.dat,2024-06-04,18:30,156.7707,0,36000,36000,-0.181667E-01,1,-5.54681,1,26.3893,0,0.890644,0,0.590457,0,-0.353216,1.20944,0.218778,0.270610E-01,-0.327921E-10,-0.925739E-12,13.4784,407.813,411.517,0.00000,0,380.503,11.5128,11.6469,0.00000,0,282.594,281.565,77651.6,0.956638,1011.53,0.302568E-01,0.382616E-01,0.685666E-02,890.958,1099.94,0.716745E-02,81.0008,208.980,278.458,0.604584,-1.57308,0.303814E-01,1.68554,-0.495006E-14,-0.243293E-14,1.68554,3.93793,113.945,291.023,1.03280,-9999,0.137805,0.390845,34.3573,0.581099E-01,-0.210192,0.415960E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.179888E-01,1.00989,-4.00441,1.02054,24.5899,1.07494,0.860584,1.07494,0.550196,1.07494,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,2,0,4,4,17,2,0.434961,0.310968,0.357603E-01,0.294214,0.295560E-02,75.2089,-0.413820E-02,0.860584E-03,0.550196,281.250,78077.1
TOA5_45736.high_freq_2024_06_04_1830.dat,2024-06-04,19:00,156.7915,0,36000,36000,-0.219111E-01,1,-2.69178,2,22.9184,1,1.78340,1,0.512356,1,-0.985777,-1.01293,0.524261E-01,-0.226447E-01,0.930420E-10,0.247997E-11,13.5707,409.215,412.962,0.00000,0,361.719,10.9073,11.0276,0.00000,0,281.636,280.664,77651.6,0.959926,1011.18,0.301542E-01,0.332007E-01,0.651817E-02,844.267,1034.55,0.679029E-02,81.6069,190.286,277.686,0.271197,-1.04836,0.410520E-01,1.08364,0.474915E-13,0.685607E-14,1.08364,2.85809,121.811,284.504,2.17108,-9999,0.151082,0.302485,93.2865,0.214018E-01,-0.117450,0.183552E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.217069E-01,1.00941,-1.37808,1.01782,21.7288,1.05064,1.62616,1.05064,0.485759,1.05064,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,3,3,2,16,3,0.266256,0.312294,0.264189E-01,0.304423,0.471041E-02,68.9491,-0.141974E-02,0.162616E-02,0.485759,280.213,78093.0
TOA5_45736.high_freq_2024_06_04_1900.dat,2024-06-04,19:30,156.8123,0,36000,36000,-0.954323E-02,2,-4.02269,1,11.3772,0,1.60237,0,0.254210,0,-0.608606,-0.403649,0.150293E-01,-0.901904E-02,-0.253507E-10,-0.660151E-12,13.6120,409.616,413.301,0.00000,0,354.466,10.6667,10.7817,0.00000,0,281.058,280.109,77651.6,0.961914,1011.04,0.300923E-01,0.164728E-01,0.638748E-02,825.704,995.986,0.664039E-02,82.9031,170.282,277.369,-0.941250E-01,-1.58686,0.706290E-02,1.58967,0.625695E-13,-0.186238E-14,1.58967,3.53739,143.179,266.605,0.254566,-9999,0.996047E-01,0.328571,17.8862,0.111622,-0.353574,0.415271E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.943335E-02,1.01165,-3.32083,1.02425,10.5888,1.08516,1.56620,1.08516,0.236593,1.08516,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,12,0,3,7,19,4,0.459563,0.179710,0.178679E-01,0.246908,0.312164E-02,43.8377,-0.341461E-02,0.156620E-02,0.236593,279.782,78117.3
TOA5_45736.high_freq_2024_06_04_1930.dat,2024-06-04,20:00,156.8332,0,36000,36000,-0.122180E-01,1,-9.85555,0,7.42014,0,1.15669,0,0.165721,0,-0.509174,-0.488125,-0.214888E-01,-0.109017E-01,0.641012E-10,0.162608E-11,13.6168,409.044,412.643,0.00000,0,345.420,10.3763,10.4851,0.00000,0,280.567,279.646,77651.6,0.963613,1010.87,0.300397E-01,0.107387E-01,0.622447E-02,803.301,964.753,0.645952E-02,83.2649,161.452,276.977,-0.217275,-2.09711,0.909357E-02,2.10836,-0.239330E-13,0.470753E-14,2.10836,4.01296,141.410,264.085,0.247123,-9999,0.112603,0.221141,10.5472,0.189292,-1.32822,0.898530E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.120361E-01,1.01511,-9.17415,1.03187,6.99539,1.12974,1.40013,1.12974,0.156234,1.12974,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,14,8,8,0,1,21,0.234212,0.179083,0.289856E-01,0.237390,0.369541E-02,14.7967,-0.941816E-02,0.140013E-02,0.156234,279.240,78146.2
TOA5_45736.high_freq_2024_06_04_2000.dat,2024-06-04,20:30,156.8540,0,36000,36000,-0.463791E-01,1,-15.4632,1,13.4394,1,3.07114,1,0.300211,1,0.215398,1.19424,0.221215E-01,0.266770E-01,0.114183E-09,0.309060E-11,13.6238,409.634,413.314,0.00000,0,368.754,11.0875,11.2118,0.00000,0,280.827,279.842,77651.6,0.962681,1011.27,0.300676E-01,0.194537E-01,0.664494E-02,858.165,977.842,0.690254E-02,87.7611,119.677,277.920,0.211074,-0.912257,0.376122E-01,0.937112,0.346223E-13,0.838119E-14,0.937112,3.74625,113.541,283.028,2.30025,-9999,0.219493,0.449745,49.7952,0.400943E-01,-1.15058,0.723652E-01,0,48.9282,-7.42504,16.7955,41.8231,63.7828,89.4563,134.022,-0.458975E-01,1.01049,-14.4237,1.01992,13.5204,1.05233,3.53678,1.05233,0.302020,1.05233,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,2,0,7,24,2,0.639969,0.224622,0.348994E-01,0.229608,0.943197E-02,33.1885,-0.148159E-01,0.353678E-02,0.302020,279.419,78166.2
TOA5_45736.high_freq_2024_06_04_2030.dat,2024-06-04,21:00,156.8748,0,36000,36000,-0.991166E-02,0,-14.3035,0,2.86976,0,2.37129,0,0.640592E-01,0,-0.824155,-0.686570,0.628852E-01,-0.153257E-01,0.753992E-10,0.195784E-11,13.7178,411.305,414.966,0.00000,0,356.202,10.6801,10.7954,0.00000,0,280.040,279.093,77651.6,0.965411,1011.03,0.299833E-01,0.415104E-02,0.641876E-02,826.737,928.629,0.664873E-02,89.0277,101.892,277.387,0.516455,-0.815923,0.527694E-01,0.967079,-0.132049E-12,0.549644E-14,0.967079,2.60896,105.192,302.333,3.12794,-9999,0.101325,0.224314,5.29542,0.377024,-4.98421,0.144626,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.971278E-02,1.02048,-13.5822,1.04186,3.31820,1.10816,2.76613,1.10816,0.740692E-01,1.10816,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,5,0,9,11,0,0.187454,0.238564,0.226098E-01,0.173331,0.868746E-02,18.6005,-0.139153E-01,0.276613E-02,0.740692E-01,278.586,78177.9
TOA5_45736.high_freq_2024_06_04_2100.dat,2024-06-04,21:30,156.8956,0,36000,36000,-0.110617E-01,1,-10.8577,0,3.50492,0,2.53784,1,0.782070E-01,0,-0.446668,-0.934738,-0.134661E-02,-0.208573E-01,-0.940947E-10,-0.231685E-11,13.7390,411.270,414.861,0.00000,0,338.289,10.1265,10.2301,0.00000,0,279.584,278.688,77651.6,0.967015,1010.72,0.299345E-01,0.506781E-02,0.609597E-02,784.023,902.928,0.630390E-02,86.8312,118.905,276.633,-0.603433E-01,-1.35358,0.191085E-01,1.35506,-0.927442E-13,-0.684874E-14,1.35506,2.60570,137.639,267.447,0.807987,-9999,0.106953,0.221971,8.20340,0.243375,-3.09785,0.103867,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.108840E-01,1.01633,-10.3226,1.03380,3.68080,1.10679,2.75882,1.10679,0.821316E-01,1.10679,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,6,3,4,0,9,3,0.258293,0.168809,0.168406E-01,0.183761,0.888059E-02,13.8015,-0.105615E-01,0.275882E-02,0.821316E-01,278.104,78183.1
TOA5_45736.high_freq_2024_06_04_2130.dat,2024-06-04,22:00,156.9165,0,36000,36000,-0.326970E-01,1,-0.700815,2,20.3469,1,1.97696,1,0.454360,1,0.886064,1.15684,-0.758480E-01,0.258329E-01,0.627834E-10,0.165903E-11,13.6291,409.250,412.953,0.00000,0,360.145,10.8143,10.9325,0.00000,0,280.454,279.494,77651.6,0.963978,1011.11,0.300276E-01,0.294425E-01,0.648981E-02,837.089,954.702,0.673233E-02,87.6807,117.612,277.564,0.377018,-1.35443,0.256356E-01,1.40616,0.106853E-12,0.460656E-14,1.40616,3.38270,117.543,285.555,1.04461,-9999,0.184171,0.310265,649.027,0.307614E-02,-0.344433E-01,0.390405E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.323616E-01,1.01037,0.427771,1.01753,19.1604,1.05265,1.73532,1.05265,0.427864,1.05265,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,2,3,0,2,2,0.313970,0.285485,0.210754E-01,0.129316,0.328720E-02,64.8035,0.438879E-03,0.173532E-02,0.427864,279.024,78189.8
TOA5_45736.high_freq_2024_06_04_2200.dat,2024-06-04,22:30,156.9373,0,36000,36000,-0.116064E-01,1,-4.40331,1,3.21480,0,1.07134,0,0.718008E-01,0,0.196838,0.361033,0.631214E-01,0.806348E-02,-0.286489E-10,-0.768917E-12,13.6754,410.932,414.763,0.00000,0,367.039,11.0291,11.1521,0.00000,0,280.653,279.673,77651.6,0.963283,1011.23,0.300489E-01,0.465269E-02,0.661405E-02,853.660,966.557,0.686616E-02,88.3197,112.897,277.844,0.423332,-0.902129,0.161474E-01,0.996647,0.434380E-14,-0.209492E-14,0.996647,2.71254,110.445,295.139,0.928333,-9999,0.109767,0.250795,21.8705,0.912874E-01,-1.36970,0.411814E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.114709E-01,1.01181,-4.12833,1.02340,3.24021,1.06323,1.18787,1.06323,0.723685E-01,1.06323,800000099,800000099,800000099,800000099,800000099,800001199,899999999,899999999,89999,89999,89,89,8,2,1,19,12,2,0.257768,0.226353,0.174689E-01,0.214602,0.163110E-01,49.1923,-0.423807E-02,0.118787E-02,0.723685E-01,279.299,78199.6
TOA5_45736.high_freq_2024_06_04_2230.dat,2024-06-04,23:00,156.9581,0,36000,36000,-0.785074E-02,1,-2.26596,2,5.51586,0,-0.141645,2,0.123147,0,-0.437068,-0.521287,0.201875E-02,-0.116383E-01,0.719604E-11,0.187691E-12,13.6980,410.986,414.696,0.00000,1,357.278,10.7195,10.8357,0.00000,0,280.227,279.276,77651.6,0.964765,1011.06,0.300033E-01,0.797994E-02,0.643816E-02,829.778,940.435,0.667329E-02,88.2334,110.657,277.439,0.196209,-1.54377,-0.591441E-02,1.55620,0.187291E-12,0.525334E-15,1.55620,3.63712,129.835,277.243,-0.217756,-9999,0.902079E-01,0.290405,23.5872,0.846433E-01,-0.410808,0.257520E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.776582E-02,1.01094,-1.92105,1.02266,5.18183,1.07878,-0.724464E-01,1.07878,0.115690,1.07878,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,5,5,0,0,0,3,0.302315,0.257844,0.206513E-01,0.184755,0.143992E-01,24.0277,-0.196944E-02,-0.724464E-04,0.115690,278.719,78202.6
TOA5_45736.high_freq_2024_06_04_2300.dat,2024-06-04,23:30,156.9790,0,36000,36000,-0.991050E-02,0,-2.00754,2,4.11921,0,-0.359654E-01,2,0.919275E-01,0,-0.477637,-0.778434E-01,0.331421E-01,-0.173722E-02,-0.238791E-10,-0.618819E-12,13.7489,411.866,415.520,0.00000,1,356.299,10.6734,10.7885,0.00000,0,279.788,278.843,77651.6,0.966282,1011.03,0.299563E-01,0.595690E-02,0.642050E-02,826.219,912.634,0.664455E-02,90.5312,86.4155,277.378,0.300768,-0.994935,0.299086E-01,1.03983,-0.152443E-12,-0.173680E-14,1.03983,2.80554,120.921,286.820,1.64822,-9999,0.101274,0.292943,37.6716,0.529975E-01,-0.487360,0.202909E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.980737E-02,1.01052,-1.74298,1.02047,3.96764,1.05681,0.261321E-01,1.05681,0.885449E-01,1.05681,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,0,10,2,2,7,0,0.169714,0.398796,0.173760E-01,0.184961,0.122382E-01,7.81484,-0.178413E-02,0.261321E-04,0.885449E-01,278.422,78206.1
TOA5_45736.high_freq_2024_06_04_2330.dat,2024-06-05,00:00,157.0000,0,36000,36000,-0.840117E-02,2,-0.942321,2,1.96095,1,0.826875,1,0.437539E-01,1,-0.217459,0.127269,0.430635E-01,0.283971E-02,0.983978E-10,0.256085E-11,13.7965,413.009,416.651,0.00000,1,359.060,10.7488,10.8655,-0.100000,0,279.596,278.645,77651.6,0.966938,1011.06,0.299358E-01,0.283525E-02,0.647027E-02,832.033,900.225,0.669150E-02,92.4251,68.1911,277.478,-0.539552E-01,-0.779267,0.144740E-01,0.781267,-0.453841E-13,0.713209E-14,0.781267,1.86353,134.999,266.039,1.06154,-9999,0.932117E-01,0.251974,62.5757,0.319054E-01,-0.480543,0.103407E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.831183E-02,1.01075,-0.816606,1.01945,1.90661,1.04668,0.818388,1.04668,0.425415E-01,1.04668,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,1,0,3,3,2,0,0.415699,0.816679E-01,0.658239E-02,0.222099,0.212310E-01,16.6673,-0.835286E-03,0.818388E-03,0.425415E-01,277.907,78195.7
