file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,cell_t_mean,int_p_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--
TOA5_45736.high_freq_2024_06_06_1700.dat,2024-06-06,17:30,158.7290,1,36000,36000,-0.889935E-01,2,-11.8007,0,26.6563,1,-0.723016,0,0.599564,1,-0.655832,1.79794,0.119057E-01,0.404399E-01,-0.191640E-09,-0.488751E-11,13.3311,411.057,414.364,-0.150000,0,339.991,10.4834,10.5945,0.00000,0,287.990,287.034,77651.6,0.938772,1011.07,0.308345E-01,0.388518E-01,0.612663E-02,811.564,1581.47,0.652622E-02,51.3170,769.907,277.123,0.303979E-01,1.48558,0.543921E-01,1.48688,0.462220E-13,-0.143754E-13,1.48688,6.30459,321.047,88.8278,2.09642,-9999,0.307893,1.96595,180.106,0.110851E-01,-0.442699,0.403802E-01,0,42.1555,-6.39726,14.4706,36.0339,54.9539,77.0737,115.470,-0.882129E-01,1.00885,-10.0940,1.01776,25.4919,1.06043,-0.368969,1.06043,0.573374,1.06043,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,89999,89999,89,89,20,1,0,67,33,10,3.14818,0.684065,0.996638E-01,0.949038E-01,0.100118E-02,449.336,-0.106346E-01,-0.368969E-03,0.573374,287.132,78504.5
TOA5_45736.high_freq_2024_06_06_1730.dat,2024-06-06,18:00,158.7498,1,36000,36000,-0.503558E-01,1,-14.5819,0,31.6524,0,0.655837,0,0.711592,0,-0.542577,1.29421,-0.138552E-01,0.290956E-01,0.123823E-09,0.340031E-11,13.3390,410.678,414.310,0.00000,0,366.303,11.2777,11.4063,0.00000,0,287.554,286.528,77651.6,0.940149,1011.49,0.307879E-01,0.461112E-01,0.660079E-02,872.830,1530.20,0.702100E-02,57.0402,657.370,278.162,0.595038,2.21106,0.366955E-01,2.29002,0.384603E-13,0.928278E-14,2.29002,7.63969,331.811,74.9375,0.918152,-9999,0.231433,0.822272,61.9096,0.322487E-01,-0.460687,0.662562E-01,0,35.0717,-5.32226,12.0390,29.9787,45.7195,64.1222,96.0668,-0.498777E-01,1.00958,-12.5575,1.02055,29.5471,1.08872,0.990558,1.08872,0.664262,1.08872,800000099,800000099,800000099,800000099,800011099,800111099,899999999,899999999,89999,89999,89,89,26,26,3,140,38,17,1.01735,0.538001,0.891940E-01,0.492257E-01,0.897602E-03,78.1783,-0.132052E-01,0.990558E-03,0.664262,286.378,78540.4
TOA5_45736.high_freq_2024_06_06_1800.dat,2024-06-06,18:30,158.7707,0,36000,36000,-0.791490E-01,1,-29.2750,1,27.5204,1,2.95508,1,0.617889,1,-1.46976,-3.20526,0.781779E-01,-0.719648E-01,-0.113744E-09,-0.256909E-11,13.4804,412.801,416.443,0.00000,0,304.476,9.32375,9.41150,0.00000,0,286.008,285.164,77651.6,0.945340,1010.40,0.306223E-01,0.400392E-01,0.548665E-02,722.055,1399.37,0.580389E-02,51.5985,677.316,275.471,0.194075,-2.16716,0.161411E-01,2.17590,0.250109E-12,-0.843776E-14,2.17590,6.47577,133.805,275.117,0.425033,-9999,0.289353,1.27403,60.2460,0.331391E-01,-1.06376,0.105922,0,49.5202,-7.51488,16.9987,42.3291,64.5546,90.5388,135.644,-0.783937E-01,1.00963,-27.1894,1.02055,26.4386,1.08637,3.81968,1.08637,0.593601,1.08637,800000099,800000099,800000099,800001199,800001199,800101199,899999999,899999999,89999,89999,89,89,1,7,3,4,13,11,2.00429,0.484906,0.588539E-01,1.23073,0.213523E-01,197.029,-0.284656E-01,0.381968E-02,0.593601,284.935,78533.2
TOA5_45736.high_freq_2024_06_06_1830.dat,2024-06-06,19:00,158.7915,0,36000,36000,-0.632847E-01,1,-44.0480,0,30.7571,0,2.79194,0,0.690877,0,0.514659,2.50025,-0.526535E-01,0.561615E-01,-0.160369E-09,-0.423054E-11,13.4046,411.368,414.815,0.00000,0,353.615,10.8519,10.9710,0.00000,0,286.627,285.642,77651.6,0.943216,1011.24,0.306885E-01,0.447688E-01,0.637214E-02,839.990,1444.03,0.675576E-02,58.1697,604.044,277.613,0.774876,-4.10325,-0.211548E-01,4.17583,0.235728E-12,-0.119637E-13,4.17583,8.80320,123.773,280.694,-0.290262,-9999,0.259026,1.32186,28.7315,0.694882E-01,-1.43213,0.178285,0,32.1323,-4.87620,11.0300,27.4662,41.8877,58.7481,88.0154,-0.624181E-01,1.01388,-41.1950,1.03054,28.2404,1.16746,4.00512,1.16746,0.634345,1.16746,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,14,13,4,40,16,19,1.35538,1.14928,0.139061,0.181990,0.163374E-02,24.1987,-0.431895E-01,0.400512E-02,0.634345,285.449,78547.1
TOA5_45736.high_freq_2024_06_06_1900.dat,2024-06-06,19:30,158.8123,0,36000,36000,-0.124401,1,-61.2063,1,67.6576,1,8.80344,1,1.51844,1,-0.968794,3.78060,0.140169,0.848481E-01,-0.186483E-09,-0.590884E-11,13.5614,415.173,418.851,0.00000,0,429.702,13.1551,13.3304,0.00000,0,285.934,284.745,77651.6,0.945373,1012.49,0.306144E-01,0.983950E-01,0.774323E-02,1017.52,1360.96,0.819066E-02,74.7646,343.444,280.383,0.537413,-1.40531,0.347791E-01,1.50496,0.128651E-12,-0.137510E-13,1.50496,6.86446,107.119,290.928,1.32420,-9999,0.362752,2.07976,56.8132,0.351415E-01,-0.904649,0.176275,0,51.6664,-7.84058,17.7354,44.1637,67.3524,94.4627,141.522,-0.123219,1.00959,-56.2892,1.01957,66.6105,1.06696,10.5168,1.06696,1.49494,1.06696,800000099,800000099,800000099,800000199,800000099,800000099,899999999,899999999,89999,89999,89,89,5,0,2,6,31,19,2.56950,1.50683,0.831904E-01,0.474841,0.194734E-01,276.737,-0.588072E-01,0.105168E-01,1.49494,284.624,78591.0
TOA5_45736.high_freq_2024_06_06_1930.dat,2024-06-06,20:00,158.8332,0,36000,36000,-0.438015E-01,1,-53.3332,1,42.1826,1,4.24859,1,0.945498,1,-1.44594,1.10834,-0.416682,0.248428E-01,0.120548E-09,0.412648E-11,13.2528,403.913,407.376,0.00000,0,453.658,13.8264,14.0202,0.00000,0,284.656,283.412,77651.6,0.949581,1012.84,0.304776E-01,0.612682E-01,0.817492E-02,1069.21,1245.48,0.860898E-02,85.8475,176.267,281.109,0.982868,0.618110,0.708618E-01,1.16323,0.271929E-12,0.909601E-14,1.16323,5.61868,21.6842,32.1651,3.49250,-9999,0.214772,0.878169,13.5330,0.147529,-1.26434,0.258194,0,42.8859,-6.50810,14.7213,36.6582,55.9061,78.4091,117.471,-0.432280E-01,1.01327,-49.6378,1.02707,42.2190,1.07918,5.98729,1.07918,0.946314,1.07918,800000099,800000099,800000099,800001099,800001099,801101099,899999999,899999999,89999,89999,89,89,16,4,1,24,89,18,0.690173,1.01971,0.464563E-01,0.648879,0.230332E-01,244.608,-0.516107E-01,0.598729E-02,0.946314,283.011,78629.8
TOA5_45736.high_freq_2024_06_06_2000.dat,2024-06-06,20:30,158.8540,0,36000,36000,-0.490752E-01,1,8.37196,2,31.1996,1,2.10442,1,0.698425,1,-1.45798,-2.81966,0.823527E-02,-0.631201E-01,0.160254E-09,0.480986E-11,13.3301,404.134,407.687,0.00000,0,400.089,12.1297,12.2786,0.00000,0,283.160,282.074,77651.6,0.954692,1011.88,0.303174E-01,0.452579E-01,0.720961E-02,938.512,1138.46,0.755177E-02,82.4371,199.947,279.208,0.211381,-1.13090,0.277139E-01,1.15082,0.135305E-12,0.120220E-13,1.15082,4.38233,127.535,280.587,1.37993,-9999,0.226725,0.629107,-101.389,-0.196915E-01,0.268336,-0.382239E-01,0,59.7288,-9.06407,20.5030,51.0553,77.8625,109.203,163.606,-0.485291E-01,1.01125,9.96743,1.01783,28.9038,1.04738,1.34970,1.04738,0.647034,1.04738,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,6,0,11,14,4,0.818011,0.417588,0.226159E-01,0.318301,0.256433E-01,188.054,0.103179E-01,0.134970E-02,0.647034,281.683,78652.0
TOA5_45736.high_freq_2024_06_06_2030.dat,2024-06-06,21:00,158.8748,0,36000,36000,-0.434279E-01,0,-30.6475,0,19.5861,0,3.18564,0,0.438414,0,-0.890933E-01,-0.113443E-01,-0.377349,-0.253930E-03,-0.599067E-10,-0.184327E-11,12.9994,393.994,397.234,0.00000,0,399.981,12.1228,12.2716,0.00000,0,283.077,281.992,77651.6,0.954971,1011.88,0.303085E-01,0.284093E-01,0.720766E-02,937.986,1132.19,0.754752E-02,82.8473,194.200,279.200,0.465463,-2.72842,-0.231719E-02,2.76784,-0.160719E-12,-0.460840E-14,2.76784,5.14326,126.706,279.681,-0.479669E-01,-9999,0.213250,0.602590,23.0457,0.866321E-01,-1.56476,0.148727,0,38.1301,-5.78639,13.0888,32.5930,49.7064,69.7140,104.444,-0.428998E-01,1.01231,-28.8462,1.02658,18.9866,1.12497,3.97843,1.12497,0.424995,1.12497,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,1,1,1,18,7,0.491764,0.651972,0.614445E-01,0.508001,0.272214E-01,58.4364,-0.298518E-01,0.397843E-02,0.424995,281.445,78654.0
TOA5_45736.high_freq_2024_06_06_2100.dat,2024-06-06,21:30,158.8956,0,36000,36000,-0.326029E-01,1,-21.8369,0,9.92138,0,3.68075,0,0.221967,0,-0.581909,-0.442086,0.510867E-01,-0.989060E-02,0.114881E-09,0.344547E-11,13.0705,395.364,398.697,0.00000,0,392.003,11.8576,11.9999,0.00000,0,282.519,281.459,77651.6,0.956875,1011.72,0.302487E-01,0.143835E-01,0.706389E-02,917.539,1092.04,0.738225E-02,84.0203,174.506,278.881,0.581510,-1.95247,0.186236E-01,2.03731,0.148291E-12,0.878939E-14,2.03731,5.54169,122.572,286.585,0.523763,-9999,0.184587,0.694087,20.9752,0.951840E-01,-2.20100,0.122201,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.322218E-01,1.01183,-20.7827,1.02508,10.1788,1.10115,4.21451,1.10115,0.227726,1.10115,800000099,800000099,800000099,800001199,800001199,810001199,899999999,899999999,89999,89999,89,89,16,2,3,4,15,15,0.562021,0.785065,0.410874E-01,0.618698,0.322943E-01,28.6654,-0.214678E-01,0.421451E-02,0.227726,281.152,78657.1
TOA5_45736.high_freq_2024_06_06_2130.dat,2024-06-06,22:00,158.9165,0,36000,36000,-0.287203E-01,0,-21.0141,1,8.90254,0,1.29648,0,0.199147,0,-0.148766,-1.57686,0.130534,-0.352738E-01,-0.226144E-09,-0.618697E-11,13.1964,398.862,402.240,0.00000,0,361.034,10.9123,11.0326,0.00000,0,282.297,281.323,77651.6,0.957677,1011.20,0.302250E-01,0.129047E-01,0.650584E-02,844.645,1082.03,0.679335E-02,78.0611,237.386,277.692,0.438270,-2.03794,0.184021E-01,2.08462,-0.161193E-12,-0.171368E-13,2.08462,4.73713,124.217,282.137,0.505789,-9999,0.173175,0.713289,17.9956,0.110944,-2.36047,0.125306,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.283674E-01,1.01244,-20.0106,1.02639,9.07443,1.10758,2.01812,1.10758,0.202992,1.10758,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,19,5,0,3,12,0.460520,0.918780,0.472771E-01,0.780517,0.120280E-01,21.3143,-0.206636E-01,0.201812E-02,0.202992,280.623,78642.7
TOA5_45736.high_freq_2024_06_06_2200.dat,2024-06-06,22:30,158.9373,0,36000,36000,-0.272332E-01,0,-6.99331,1,8.93778,0,0.403291,0,0.200039,0,0.589948,1.37233,0.219774,0.307145E-01,-0.376167E-10,-0.109079E-11,13.3625,404.765,408.359,0.00000,0,387.480,11.7372,11.8766,0.00000,0,282.914,281.864,77651.6,0.955543,1011.66,0.302910E-01,0.129625E-01,0.698239E-02,908.258,1122.44,0.730725E-02,80.9182,214.182,278.735,0.531646E-01,-1.64429,0.319354E-01,1.64546,-0.221965E-12,-0.281509E-14,1.64546,4.36958,134.260,271.852,1.11208,-9999,0.168820,0.662102,50.1047,0.398466E-01,-0.782444,0.428522E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.269718E-01,1.00969,-6.37023,1.02004,8.65322,1.07216,0.620779,1.07216,0.193670,1.07216,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,2,1,6,0,0,2,0.369630,0.909662,0.449112E-01,0.659382,0.173442E-01,37.7406,-0.658976E-02,0.620779E-03,0.193670,281.430,78643.8
TOA5_45736.high_freq_2024_06_06_2230.dat,2024-06-06,23:00,158.9581,0,36000,36000,-0.221216E-01,1,-7.82278,1,8.90318,1,2.47331,1,0.199107,1,-0.901061,-0.875192,0.173790,-0.195725E-01,-0.293057E-10,-0.802625E-12,13.5580,409.418,413.160,0.500000E-01,0,371.327,11.2131,11.3403,0.00000,0,282.040,281.040,77651.6,0.958534,1011.36,0.301975E-01,0.129022E-01,0.669131E-02,867.851,1061.38,0.698078E-02,81.7665,193.526,278.080,0.523358E-01,-1.71433,0.233298E-01,1.71528,-0.210185E-12,-0.216150E-14,1.71528,3.87945,133.490,271.749,0.779312,-9999,0.151916,0.311366,32.6360,0.611747E-01,-0.878650,0.531183E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.218940E-01,1.01040,-7.17835,1.02170,8.59417,1.07985,2.57568,1.07985,0.192197,1.07985,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,1,4,3,3,0,0.286738,0.310476,0.255174E-01,0.428224,0.702807E-02,15.7856,-0.740479E-02,0.257568E-02,0.192197,280.557,78638.1
TOA5_45736.high_freq_2024_06_06_2300.dat,2024-06-06,23:30,158.9790,0,36000,36000,-0.188316E-01,0,-1.43909,2,7.81549,0,2.46098,0,0.174696,0,-0.565937,-0.831734,0.177382,-0.185914E-01,0.234338E-10,0.606351E-12,13.7424,414.158,417.907,0.500000E-01,0,355.585,10.7163,10.8324,0.00000,0,281.477,280.523,77651.6,0.960478,1011.08,0.301372E-01,0.113203E-01,0.640765E-02,829.533,1024.61,0.667131E-02,80.9609,195.077,277.435,0.162764,-1.43808,0.314140E-01,1.44760,-0.150038E-12,0.170522E-14,1.44760,3.72690,130.803,276.457,1.24346,-9999,0.140023,0.358171,138.905,0.143731E-01,-0.184133,0.105832E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.186657E-01,1.00889,-0.986039,1.01777,7.37700,1.05951,2.32319,1.05951,0.164895,1.05951,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,8,4,0,6,6,0.255866,0.429157,0.313182E-01,0.565190,0.257935E-01,9.47719,-0.101537E-02,0.232319E-02,0.164895,280.029,78629.8
TOA5_45736.high_freq_2024_06_06_2330.dat,2024-06-07,00:00,159.0000,0,36000,36000,-0.171010E-01,1,-21.6597,1,6.82950,0,2.25013,0,0.152655,0,-0.129161E-01,-0.381570E-01,-0.153059E-01,-0.852899E-03,0.466040E-10,0.120450E-11,13.7295,413.749,417.437,0.00000,0,354.847,10.6936,10.8091,0.00000,0,281.464,280.511,77651.6,0.960527,1011.06,0.301357E-01,0.989206E-02,0.639434E-02,827.775,1023.78,0.665711E-02,80.8544,196.009,277.404,-0.114934,-2.10840,0.169167E-01,2.11160,-0.443102E-13,0.339444E-14,2.11160,4.74657,139.272,266.880,0.459020,-9999,0.133431,0.339335,7.98581,0.250006,-3.17149,0.167151,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.168092E-01,1.01736,-20.5605,1.03638,6.98894,1.14737,2.85766,1.14737,0.156219,1.14737,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,15,1,4,0,1,1,0.351649,0.295351,0.316701E-01,0.739606,0.134782E-01,17.0517,-0.211712E-01,0.285766E-02,0.156219,279.883,78640.7
TOA5_45736.high_freq_2024_06_07_0000.dat,2024-06-07,00:30,159.0208,0,36000,36000,-0.135786E-01,1,-15.2950,0,8.77851,0,2.71327,0,0.196349,0,0.753714,0.329118,-0.267471E-03,0.736139E-02,0.776593E-10,0.204419E-11,13.6947,413.742,417.522,0.00000,0,360.481,10.8907,11.0107,0.00000,0,282.173,281.201,77651.6,0.958100,1011.18,0.302117E-01,0.127234E-01,0.649587E-02,842.986,1073.11,0.677995E-02,78.5554,230.125,277.664,0.561046,-1.04576,0.212423E-01,1.18694,-0.100867E-12,0.567073E-14,1.18694,3.07929,111.012,298.213,1.02546,-9999,0.119048,0.557688,8.03227,0.248560,-1.74232,0.132613,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.133597E-01,1.01638,-14.3339,1.03371,8.72663,1.09871,3.09559,1.09871,0.195189,1.09871,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,4,1,0,22,1,0.437009,0.656457,0.219096E-01,0.344875,0.143457E-01,44.3065,-0.147954E-01,0.309559E-02,0.195189,280.646,78646.6
TOA5_45736.high_freq_2024_06_07_0030.dat,2024-06-07,01:00,159.0416,0,36000,36000,-0.354263E-01,1,-20.7962,0,10.0036,0,2.00833,0,0.223669,0,-0.424584,-0.708688,-0.604692E-01,-0.158454E-01,-0.449953E-10,-0.114277E-11,13.6619,412.124,415.769,0.00000,0,346.978,10.4669,10.5776,0.00000,0,281.746,280.813,77651.6,0.959576,1010.94,0.301660E-01,0.144938E-01,0.625255E-02,810.291,1045.12,0.651595E-02,77.5307,234.831,277.100,0.196864,-2.31432,0.126235E-01,2.32271,-0.932936E-13,-0.329349E-14,2.32271,5.29482,129.446,274.862,0.311394,-9999,0.192142,0.693692,24.8354,0.803891E-01,-2.07887,0.111572,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.350217E-01,1.01155,-19.7741,1.02473,10.0130,1.10696,2.67347,1.10696,0.223879,1.10696,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,7,3,3,3,1,9,0.613746,0.721721,0.519173E-01,0.486538,0.753955E-02,13.8398,-0.203841E-01,0.267347E-02,0.223879,280.364,78619.9
TOA5_45736.high_freq_2024_06_07_0100.dat,2024-06-07,01:30,159.0624,0,36000,36000,-0.300207E-01,1,-12.2107,1,8.12656,0,1.33810,0,0.181742,0,0.266242,-0.421546,0.282431E-01,-0.942745E-02,-0.411582E-10,-0.101825E-11,13.6762,412.880,416.517,0.00000,0,338.346,10.2146,10.3200,0.00000,0,281.968,281.056,77651.6,0.958835,1010.81,0.301897E-01,0.117769E-01,0.609700E-02,790.819,1062.64,0.635876E-02,74.4205,271.817,276.755,0.431897,-2.22424,0.111025E-01,2.26581,-0.121382E-12,-0.300948E-14,2.26581,4.74382,124.562,280.989,0.280751,-9999,0.176945,0.514551,33.0328,0.604399E-01,-1.50257,0.712014E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.297021E-01,1.01073,-11.5088,1.02296,7.94157,1.09827,1.70845,1.09827,0.177605,1.09827,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,12,0,7,0,3,0,0.591313,0.396016,0.417724E-01,0.373608,0.436480E-02,11.5641,-0.118745E-01,0.170845E-02,0.177605,280.417,78602.2
TOA5_45736.high_freq_2024_06_07_0130.dat,2024-06-07,02:00,159.0833,0,36000,36000,-0.472404E-01,1,-2.36993,2,17.5170,1,1.58079,1,0.391875,1,0.364525,0.289660,0.978770E-02,0.648003E-02,-0.169011E-11,-0.424970E-13,13.6679,413.143,416.720,0.00000,0,343.672,10.3883,10.4973,0.00000,0,282.318,281.390,77651.6,0.957635,1010.91,0.302272E-01,0.253935E-01,0.619297E-02,804.220,1087.04,0.646694E-02,73.9827,282.819,276.993,0.327671,-2.32966,0.175467E-01,2.35265,-0.940886E-13,-0.123656E-15,2.35265,5.41100,125.557,278.006,0.427331,-9999,0.222104,0.748846,336.605,0.593128E-02,-0.135293,0.110222E-01,0,42.4290,-6.43876,14.5645,36.2677,55.3105,77.5737,116.220,-0.468353E-01,1.00865,-1.38346,1.01858,16.1532,1.08148,1.42241,1.08148,0.361364,1.08148,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,1,6,1,1,3,1.04088,0.405786,0.510307E-01,0.508024,0.311529E-02,26.3927,-0.142907E-02,0.142241E-02,0.361364,280.769,78586.2
TOA5_45736.high_freq_2024_06_07_0200.dat,2024-06-07,02:30,159.1041,0,36000,36000,-0.884030E-01,1,-37.3980,1,18.3265,1,4.92739,1,0.410123,1,0.384934,0.271503,0.138821,0.607588E-02,0.137634E-09,0.348365E-11,13.7731,416.868,420.643,0.00000,0,348.611,10.5513,10.6638,0.00000,0,282.687,281.743,77651.6,0.956377,1011.01,0.302667E-01,0.265760E-01,0.628197E-02,816.801,1113.38,0.656850E-02,73.3625,296.576,277.214,0.696161,-0.322174,0.340885E-01,0.767853,-0.311065E-12,0.999295E-14,0.767853,3.80512,69.1665,335.166,2.54445,-9999,0.304032,1.06202,54.7153,0.364889E-01,-2.04065,0.127217,0,58.4129,-8.86439,20.0513,49.9305,76.1471,106.797,160.002,-0.874424E-01,1.01099,-35.6464,1.02001,19.3512,1.04760,6.34571,1.04760,0.433054,1.04760,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,5,3,2,6,7,2,1.20676,0.874278,0.429972E-01,0.375682,0.126017E-01,43.1432,-0.368666E-01,0.634571E-02,0.433054,281.335,78595.1
TOA5_45736.high_freq_2024_06_07_0230.dat,2024-06-07,03:00,159.1249,0,36000,36000,-0.162175E-01,2,-16.5953,0,13.9011,0,2.42890,0,0.310999,0,-0.327653,-0.672715,-0.528320E-01,-0.150501E-01,-0.366797E-10,-0.895944E-12,13.7428,415.452,419.013,0.00000,0,335.683,10.1479,10.2519,0.00000,0,282.350,281.443,77651.6,0.957542,1010.78,0.302306E-01,0.201527E-01,0.604900E-02,785.673,1090.96,0.631722E-02,72.0169,305.283,276.662,0.406493,-1.79622,0.416571E-01,1.84212,0.119158E-12,-0.266902E-14,1.84212,4.59689,123.092,282.751,1.29578,-9999,0.130141,0.652486,9.66992,0.206465,-1.19381,0.131752,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.159729E-01,1.01531,-15.3605,1.03211,13.0870,1.12131,2.79791,1.12131,0.292785,1.12131,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,3,3,1,10,3,0.693020,0.574947,0.370042E-01,0.297722,0.549801E-02,31.9498,-0.158706E-01,0.279791E-02,0.292785,280.835,78593.1
TOA5_45736.high_freq_2024_06_07_0300.dat,2024-06-07,03:30,159.1458,0,36000,36000,-0.318475E-01,1,-8.52151,2,8.77291,1,0.669137,2,0.196291,1,0.125152,0.554628,0.324742E-01,0.124096E-01,0.327131E-10,0.823535E-12,13.7645,416.323,419.912,0.00000,0,346.514,10.4807,10.5917,0.00000,0,282.495,281.558,77651.6,0.957032,1010.96,0.302461E-01,0.127197E-01,0.624418E-02,811.353,1099.47,0.652452E-02,73.7951,288.115,277.119,0.194767,-1.36699,0.325850E-01,1.38118,0.126783E-12,0.237663E-14,1.38118,4.33387,128.288,278.109,1.35185,-9999,0.182421,0.697373,51.8680,0.384919E-01,-0.971343,0.482815E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.315393E-01,1.00977,-7.87712,1.01972,8.61257,1.06422,0.956796,1.06422,0.192704,1.06422,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,3,1,14,14,5,0.600042,0.763925,0.307781E-01,0.293805,0.153061E-01,41.6222,-0.814152E-02,0.956796E-03,0.192704,281.073,78594.7
