file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,cell_t_mean,int_p_mean
TOA5_45735.high_freq_2024_06_04_2030.dat,2024-06-04,21:00,156.8748,0,36000,36000,-0.125623E-01,0,-10.2993,1,5.73525,0,2.93365,1,0.127969,0,-0.830503,-0.413475,-0.101849E-02,-0.922577E-02,-0.298552E-10,-0.795923E-12,13.1289,392.520,396.027,0.00000,0,350.011,10.4644,10.5750,0.00000,0,279.577,278.652,77746.4,0.968200,1010.91,0.298973E-01,0.829240E-02,0.630719E-02,811.082,900.624,0.651435E-02,90.0577,89.5426,277.114,0.308902,-0.881003,0.596671E-01,0.935493,0.161817E-13,-0.227400E-14,0.935493,2.50283,119.861,289.322,3.65689,-9999,0.113907,0.260057,10.4568,0.206229,-1.79579,0.923802E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.123844E-01,1.01437,-9.70573,1.02874,5.83344,1.07446,3.14518,1.07446,0.130160,1.07446,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,3,2,3,18,7,0.200785,0.300591,0.187387E-01,0.183899,0.140401E-01,26.1935,-0.991635E-02,0.314518E-02,0.130160,278.601,78254.1
TOA5_45735.high_freq_2024_06_04_2100.dat,2024-06-04,21:30,156.8956,0,36000,36000,-0.206190E-01,1,-4.96611,1,4.86090,1,1.93541,1,0.108420,1,-0.462417,-1.34445,-0.678036E-02,-0.299873E-01,-0.192035E-09,-0.476167E-11,13.1447,392.353,395.810,0.00000,0,325.934,9.72872,9.82430,0.00000,0,279.123,278.264,77746.4,0.969817,1010.50,0.298487E-01,0.702560E-02,0.587333E-02,754.239,876.678,0.605613E-02,86.0338,122.439,276.085,0.162538,-1.26879,0.611170E-01,1.28062,0.709948E-13,-0.146093E-13,1.28062,2.99679,134.920,277.300,2.73546,-9999,0.145811,0.423411,45.4825,0.474139E-01,-1.02165,0.347539E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.204229E-01,1.00960,-4.61115,1.01884,4.79783,1.05878,2.01398,1.05878,0.107013,1.05878,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,2,2,14,16,4,0.663801,0.168403,0.146177E-01,0.170351,0.172625E-01,16.7554,-0.470527E-02,0.201398E-02,0.107013,278.111,78259.3
TOA5_45735.high_freq_2024_06_04_2130.dat,2024-06-04,22:00,156.9165,0,36000,36000,-0.227508E-01,1,-7.63541,1,11.4200,1,2.87028,1,0.254950,1,1.13685,1.49419,-0.116480,0.333576E-01,-0.732080E-10,-0.198300E-11,13.0006,389.485,393.004,0.00000,0,352.149,10.5501,10.6626,0.00000,0,280.156,279.220,77746.4,0.966196,1010.96,0.299591E-01,0.165208E-01,0.634572E-02,817.702,936.825,0.656774E-02,87.2844,119.123,277.230,0.406987,-1.38796,0.567478E-01,1.44751,-0.247194E-12,-0.563114E-14,1.44751,2.75877,123.113,286.343,2.24678,-9999,0.153449,0.358510,34.4846,0.625352E-01,-0.668598,0.509408E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.225293E-01,1.00983,-6.87037,1.01978,11.0128,1.06617,2.94066,1.06617,0.245859,1.06617,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,3,2,2,9,5,3,0.203945,0.496134,0.169411E-01,0.970203E-01,0.696534E-02,35.3809,-0.703362E-02,0.294066E-02,0.245859,279.112,78266.0
TOA5_45735.high_freq_2024_06_04_2200.dat,2024-06-04,22:30,156.9373,0,36000,36000,-0.291727E-01,1,1.68486,2,10.4683,1,1.15888,1,0.233716,1,0.686596E-01,0.253256,0.125210,0.565422E-02,-0.293077E-09,-0.798025E-11,13.1002,392.569,396.221,0.00000,0,356.708,10.6893,10.8048,0.00000,0,280.226,279.278,77746.4,0.965946,1011.04,0.299666E-01,0.151448E-01,0.642787E-02,828.459,940.568,0.665448E-02,88.0807,112.110,277.416,-0.118383,-0.525607,0.470588E-01,0.540825,0.543543E-13,-0.223720E-13,0.540825,1.96638,155.844,257.307,4.99179,-9999,0.173785,0.336995,-227.010,-0.949960E-02,0.160948,-0.992725E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.286629E-01,1.01778,2.23322,1.02085,9.89482,1.03671,0.951570,1.03671,0.220912,1.03671,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,2,2,10,6,0,0.407847,0.253850,0.122931E-01,0.774836E-01,0.103706E-01,31.1671,0.228670E-02,0.951570E-03,0.220912,279.229,78276.1
TOA5_45735.high_freq_2024_06_04_2230.dat,2024-06-04,23:00,156.9581,0,36000,36000,-0.879294E-02,0,-9.93925,0,5.31223,0,2.49683,0,0.118565,0,-0.377538,-0.393596E-01,-0.135226E-01,-0.878479E-03,0.191844E-10,0.521761E-12,13.1041,392.236,395.816,0.500000E-01,0,356.394,10.6677,10.7827,0.00000,0,279.906,278.961,77746.4,0.967053,1011.02,0.299324E-01,0.768303E-02,0.642222E-02,826.790,920.140,0.664102E-02,89.8547,93.3507,277.387,0.171204,-1.36164,0.623538E-01,1.37378,-0.277651E-13,0.146400E-14,1.37378,2.92708,132.756,277.166,2.60147,-9999,0.953547E-01,0.181536,6.35682,0.339242,-1.87101,0.106610,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.863943E-02,1.01777,-9.31645,1.03658,5.23068,1.11604,2.62357,1.11604,0.116745,1.11604,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,4,2,4,7,2,0,0.124596,0.224526,0.139491E-01,0.135054,0.993654E-02,24.9294,-0.952881E-02,0.262357E-02,0.116745,278.898,78279.4
TOA5_45735.high_freq_2024_06_04_2300.dat,2024-06-04,23:30,156.9790,0,36000,36000,0.398565E-02,2,-5.76346,1,2.80880,0,2.15989,0,0.626428E-01,0,-0.951569,-0.930580,0.145202,-0.207541E-01,0.108375E-09,0.278160E-11,13.2631,395.798,399.314,0.00000,0,340.416,10.1587,10.2630,0.00000,0,279.060,278.163,77746.4,0.970011,1010.73,0.298420E-01,0.405925E-02,0.613430E-02,787.466,870.530,0.632395E-02,90.4582,83.0645,276.695,0.475788E-01,-0.654208,0.342946E-01,0.656832,0.204095E-12,0.817118E-14,0.656832,2.56735,142.265,274.160,2.99289,-9999,0.641005E-01,0.214489,3.32986,0.647625,-2.05193,0.917083E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.388374E-02,1.02624,-5.32961,1.05291,2.79225,1.11126,2.17362,1.11126,0.622738E-01,1.11126,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,2,0,1,0.252500,0.166082,0.103964E-01,0.198422,0.299764E-01,6.69312,-0.543604E-02,0.217362E-02,0.622738E-01,278.143,78283.3
TOA5_45735.high_freq_2024_06_04_2330.dat,2024-06-05,00:00,157.0000,0,36000,36000,-0.145889E-01,1,2.64889,1,0.425480,1,-0.597953,1,0.948971E-02,1,0.682316E-01,0.271763,-0.108983,0.606129E-02,0.935380E-10,0.245249E-11,13.1702,393.124,396.587,0.00000,1,345.312,10.3074,10.4147,0.00000,0,279.131,278.220,77746.4,0.969758,1010.81,0.298495E-01,0.614933E-03,0.622252E-02,798.955,874.004,0.641657E-02,91.4132,75.0493,276.900,0.623703E-02,-0.498036,0.298030E-01,0.498966,0.108880E-13,0.710225E-14,0.498966,2.14504,139.282,270.717,3.42429,-9999,0.122653,0.371288,-50.7586,-0.424854E-01,6.22566,-0.220318E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.143195E-01,1.01881,2.61676,1.02152,0.261155,1.03667,-0.703783,1.03667,0.582469E-02,1.03667,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,1,13,24,1,0.556759,0.175746,0.100705E-01,0.194166,0.187542E-01,14.6065,0.266949E-02,-0.703783E-03,0.582469E-02,278.041,78272.9
TOA5_45735.high_freq_2024_06_05_0000.dat,2024-06-05,00:30,157.0208,0,36000,36000,-0.815250E-01,1,20.3172,2,5.23982,1,-1.77386,2,0.116851,1,-0.169970,0.142226,-0.995773E-02,0.317172E-02,-0.981346E-09,-0.259403E-10,13.1684,392.880,396.397,0.00000,1,348.087,10.3852,10.4942,0.00000,0,278.995,278.078,77746.4,0.970226,1010.86,0.298350E-01,0.757193E-02,0.627253E-02,804.963,865.362,0.646501E-02,93.0203,60.3993,277.007,0.517873E-01,-0.408742E-01,0.764813E-02,0.664163E-01,-0.317219E-12,-0.745226E-13,0.664163E-01,2.34324,8.03447,321.717,6.61253,-9999,0.289874,0.622749,-87.3582,-0.246857E-01,3.87747,-0.714650E-01,0,77.7373,-11.7969,26.6847,66.4487,101.338,142.129,212.934,-0.751551E-01,1.08476,19.3366,1.06613,3.73463,1.07715,-2.60003,1.07715,0.832842E-01,1.07715,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,1,5,1,1,6,4,0.714196,0.508106,0.231963E-01,0.181417,0.169752E-01,16.9027,0.197160E-01,-0.260003E-02,0.832842E-01,278.051,78276.9
TOA5_45735.high_freq_2024_06_05_0030.dat,2024-06-05,01:00,157.0416,0,36000,36000,-0.217614E-01,1,-8.72513,1,5.32445,1,3.60202,1,0.118706,1,-0.335304,-1.17608,0.185283E-01,-0.262202E-01,-0.157088E-10,-0.389111E-12,13.1996,393.334,396.796,0.00000,0,326.960,9.74301,9.83887,0.00000,0,278.656,277.797,77746.4,0.971441,1010.50,0.297988E-01,0.769218E-02,0.589182E-02,755.343,848.578,0.606503E-02,89.0128,93.2347,276.106,0.337226,-1.28645,0.623755E-01,1.33137,0.246695E-13,-0.119009E-14,1.33137,3.73867,127.212,284.689,2.68532,-9999,0.149670,0.249027,27.9980,0.770235E-01,-1.63869,0.593861E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.215375E-01,1.01040,-8.26185,1.02085,5.38446,1.06640,3.73013,1.06640,0.120044,1.06640,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,0,0,0,0,0,0.282806,0.199365,0.158837E-01,0.111936,0.152997E-01,7.51144,-0.841639E-02,0.373013E-02,0.120044,277.668,78277.4
TOA5_45735.high_freq_2024_06_05_0100.dat,2024-06-05,01:30,157.0624,0,36000,36000,-0.141251E-01,1,-7.50779,0,6.96459,0,1.70138,0,0.155301,0,0.227448,0.284666,-0.169054,0.634765E-02,0.122473E-10,0.311496E-12,13.0510,389.190,392.505,0.00000,0,331.937,9.89858,9.99754,0.00000,0,278.861,277.988,77746.4,0.970718,1010.59,0.298207E-01,0.100635E-01,0.598150E-02,767.366,859.949,0.616193E-02,89.2340,92.5824,276.329,0.222590,-2.08678,0.804074E-01,2.10016,-0.121474E-12,0.938420E-15,2.10016,4.08291,134.018,276.089,2.19418,-9999,0.120628,0.381108,17.0350,0.126592,-1.07799,0.634448E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139576E-01,1.01201,-6.96229,1.02527,6.61989,1.10360,1.81264,1.10360,0.147614,1.10360,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,9,0,2,14,8,0,0.370533,0.364570,0.271118E-01,0.704234E-01,0.225118E-02,15.8795,-0.709718E-02,0.181264E-02,0.147614,277.904,78274.0
