file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,cell_t_mean,int_p_mean
TOA5_45735.high_freq_2024_06_05_1530.dat,2024-06-05,16:00,157.6665,1,36000,36000,-0.193909E-01,2,-11.3289,1,44.6822,0,-0.335952E-01,2,1.00280,0,-0.270404,0.436668,0.838308E-02,0.980015E-02,0.181768E-09,0.482689E-11,12.7271,388.807,392.216,0.500000E-01,0,337.971,10.3249,10.4326,0.00000,0,285.677,284.743,77746.4,0.947536,1010.94,0.305495E-01,0.649817E-01,0.609024E-02,800.304,1360.99,0.642745E-02,58.8030,560.688,276.924,-0.506340E-01,-1.30932,0.667853E-01,1.31200,-0.298328E-13,0.142820E-13,1.31200,4.83056,151.209,267.785,2.91781,-9999,0.143055,0.911922,18.8323,0.114511,-0.253544,0.826736E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.191831E-01,1.01083,-8.61591,1.02180,41.9624,1.06876,0.994920E-01,1.06876,0.941764,1.06876,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,10,6,6,30,28,17,1.43771,0.356303,0.298348E-01,0.147122,0.844628E-03,266.706,-0.899460E-02,0.994920E-04,0.941764,284.934,78352.2
TOA5_45735.high_freq_2024_06_05_1600.dat,2024-06-05,16:30,157.6873,1,36000,36000,0.780907E-02,2,-4.40925,1,11.8661,0,0.194629,1,0.266171,0,-0.639368,0.244664,0.381714E-01,0.548811E-02,-0.573311E-11,-0.153894E-12,12.7824,389.764,393.154,0.500000E-01,0,343.118,10.4624,10.5730,0.00000,0,285.140,284.196,77746.4,0.949312,1011.00,0.304921E-01,0.172479E-01,0.618299E-02,810.930,1312.48,0.651312E-02,61.7862,501.548,277.112,-0.148241,-0.617374,0.135961E-01,0.635068,0.926655E-13,-0.448515E-15,0.635068,2.94820,156.812,256.498,1.22673,-9999,0.906974E-01,0.534847,12.3314,0.174879,-0.371584,0.506534E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.770213E-02,1.01388,-3.63467,1.02615,11.3463,1.05670,0.281863,1.05670,0.254511,1.05670,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,8,3,3,1,8,9,0.846918,0.197131,0.256442E-01,0.217958,0.110963E-02,337.156,-0.378708E-02,0.281863E-03,0.254511,284.323,78359.3
TOA5_45735.high_freq_2024_06_05_1630.dat,2024-06-05,17:00,157.7082,1,36000,36000,-0.100131E-01,1,3.43092,1,22.8100,1,-1.33582,1,0.511566,1,-0.217860,0.910437,-0.390064E-01,0.204186E-01,0.300723E-09,0.848818E-11,12.7567,388.787,392.333,0.00000,0,360.069,10.9739,11.0956,0.00000,0,284.999,284.009,77746.4,0.949753,1011.28,0.304771E-01,0.331495E-01,0.648845E-02,850.433,1296.29,0.683172E-02,65.6054,445.852,277.790,-0.389503,0.886292,-0.472659E-02,0.968116,0.639159E-14,0.235737E-13,0.968116,2.12108,297.327,113.724,-0.279733,-9999,0.102678,0.113074,-22.9961,-0.937768E-01,0.150413,-0.347896E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.989138E-02,1.01231,4.66375,1.01747,21.4716,1.04131,-1.62728,1.04131,0.481549,1.04131,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,4,18,3,11,13,8,0.113549,0.100576,0.120230E-01,0.163562,0.229740E-02,259.065,0.485572E-02,-0.162728E-02,0.481549,284.250,78366.2
TOA5_45735.high_freq_2024_06_05_1700.dat,2024-06-05,17:30,157.7290,1,36000,36000,-0.113171E-01,2,2.90532,1,14.8705,0,-0.199236,1,0.333281,0,-0.817503,-0.628755,0.726743E-01,-0.140918E-01,0.126206E-09,0.343195E-11,12.8493,390.602,394.219,0.00000,1,349.415,10.6218,10.7358,0.00000,0,284.267,283.312,77746.4,0.952219,1011.07,0.303988E-01,0.215966E-01,0.629646E-02,823.241,1237.33,0.661241E-02,66.5334,414.093,277.326,-0.545157E-01,-1.21204,0.562924E-01,1.21457,0.140081E-13,0.982200E-14,1.21457,3.50961,153.523,267.425,2.65648,-9999,0.109018,0.627479,-32.5014,-0.663510E-01,0.195375,-0.276806E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.111947E-01,1.01094,3.69347,1.01679,13.9133,1.04555,-0.445572,1.04555,0.311828,1.04555,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,1,0,10,49,6,1.00492,0.232270,0.177722E-01,0.439473,0.413395E-02,230.976,0.383633E-02,-0.445572E-03,0.311828,283.440,78378.4
TOA5_45735.high_freq_2024_06_05_1730.dat,2024-06-05,18:00,157.7498,1,36000,36000,-0.101000E-01,2,-7.38898,1,16.5325,1,0.649060,1,0.370532,1,0.674600E-02,0.124077,0.228668E-02,0.278087E-02,-0.367179E-10,-0.100487E-11,12.8506,390.660,394.262,0.500000E-01,0,351.686,10.6913,10.8068,0.00000,0,284.279,283.317,77746.4,0.952174,1011.11,0.304001E-01,0.240105E-01,0.633737E-02,828.608,1237.81,0.665569E-02,66.9416,409.200,277.419,0.349264,-0.556010,0.208136E-01,0.656937,-0.197954E-12,-0.285729E-14,0.656937,3.42307,104.852,302.135,1.81560,-9999,0.102992,0.748503,10.7752,0.200136,-0.446937,0.745190E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.995596E-02,1.01447,-6.27440,1.02771,15.8199,1.06078,0.804021,1.06078,0.354562,1.06078,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,89999,89999,89,89,17,0,1,8,6,17,0.918332,0.560285,0.183888E-01,0.227036,0.430722E-02,198.081,-0.651714E-02,0.804021E-03,0.354562,283.280,78384.7
TOA5_45735.high_freq_2024_06_05_1800.dat,2024-06-05,18:30,157.7707,1,36000,36000,-0.423486E-01,1,5.45373,2,-2.10470,2,-0.602619E-02,1,-0.471685E-01,2,-0.757501E-01,-1.06100,0.341767E-01,-0.237781E-01,0.407591E-09,0.105121E-10,12.8841,391.513,395.151,0.00000,1,332.289,10.0974,10.2004,0.00000,1,284.161,283.253,77746.4,0.952604,1010.78,0.303874E-01,-0.305652E-02,0.598785E-02,782.731,1232.49,0.628577E-02,63.5079,449.763,276.609,-0.550693E-01,-0.186120,0.244941E-01,0.195636,-0.390731E-13,0.316353E-13,0.195636,2.41140,173.586,253.518,7.19245,-9999,0.210845,0.412421,-125.243,-0.172185E-01,-2.59121,-0.268633E-01,0,81.1403,-12.3134,27.8528,69.3575,105.775,148.350,222.256,-0.408092E-01,1.03772,5.15579,1.03408,-2.27722,1.04514,-0.234656,1.04514,-0.510347E-01,1.04514,800000099,800000099,800000099,800000199,800001099,800001099,899999999,899999999,89999,89999,89,89,0,7,1,3,4,2,0.546146,0.267671,0.110258E-01,0.168975,0.379920E-02,311.449,0.535457E-02,-0.234656E-03,-0.510347E-01,283.294,78398.2
TOA5_45735.high_freq_2024_06_05_1830.dat,2024-06-05,19:00,157.7915,0,36000,36000,-0.133436E-01,1,-10.6169,0,17.6537,0,1.99534,0,0.395560,0,-0.239919,2.08775,0.555180E-01,0.467794E-01,-0.188322E-10,-0.539960E-12,12.9342,392.899,396.345,0.00000,0,370.854,11.2653,11.3937,0.00000,0,284.060,283.048,77746.4,0.952875,1011.42,0.303767E-01,0.256323E-01,0.668278E-02,872.938,1215.66,0.701328E-02,71.8078,342.720,278.164,0.437301,-0.542112,0.223508E-01,0.696863,-0.160772E-13,-0.145599E-14,0.696863,2.95693,99.0990,308.892,1.83799,-9999,0.118336,0.398623,11.3762,0.189563,-0.601398,0.930920E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.131564E-01,1.01423,-9.35849,1.02742,17.0475,1.06172,2.20759,1.06172,0.381976,1.06172,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,4,1,6,1,0.364690,0.408521,0.240344E-01,0.212294,0.106120E-01,209.189,-0.971041E-02,0.220759E-02,0.381976,283.157,78417.7
TOA5_45735.high_freq_2024_06_05_1900.dat,2024-06-05,19:30,157.8123,0,36000,36000,-0.153268E-01,1,6.78283,2,3.29989,1,0.176230,2,0.738599E-01,1,-1.32395,-1.71375,0.389364,-0.383581E-01,0.124550E-09,0.319025E-11,13.3098,402.579,406.335,0.00000,1,340.920,10.3118,10.4192,0.00000,0,282.846,281.923,77746.4,0.957019,1010.88,0.302468E-01,0.478612E-02,0.614338E-02,799.291,1127.02,0.641928E-02,70.9205,327.734,276.906,0.332754E-02,-0.235320,0.148554E-01,0.235812,0.646626E-13,0.935777E-14,0.235812,2.21599,168.651,270.810,3.61183,-9999,0.126551,0.296082,-21.7745,-0.990381E-01,2.05547,-0.554022E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.148413E-01,1.03271,6.76570,1.03073,2.77038,1.04216,-0.176955,1.04216,0.620081E-01,1.04216,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,5,0,0,2,15,3,0.465964,0.113703,0.124968E-01,0.409835,0.519496E-01,131.003,0.699349E-02,-0.176955E-03,0.620081E-01,282.007,78425.4
TOA5_45735.high_freq_2024_06_05_1930.dat,2024-06-05,20:00,157.8332,0,36000,36000,-0.189878E-01,0,-17.6236,0,13.3287,0,1.82475,0,0.298141,0,-0.786248,-1.00591,-0.362805,-0.225004E-01,-0.116214E-09,-0.288005E-11,13.0455,393.582,396.939,0.00000,0,323.296,9.75383,9.84990,0.00000,0,282.128,281.257,77746.4,0.959488,1010.56,0.301700E-01,0.193195E-01,0.582579E-02,756.180,1077.24,0.607177E-02,70.1962,321.057,276.121,0.228120,-2.14672,0.956093E-01,2.16093,-0.151847E-12,-0.890841E-14,2.16093,4.26092,134.291,276.066,2.53586,-9999,0.140675,0.436155,11.5100,0.187359,-1.32222,0.129204,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.187249E-01,1.01404,-16.4313,1.02950,12.5956,1.12207,2.27329,1.12207,0.281742,1.12207,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,3,2,14,5,10,0.317022,0.523268,0.320187E-01,0.330829,0.737646E-02,41.9703,-0.169461E-01,0.227329E-02,0.281742,281.157,78440.3
TOA5_45735.high_freq_2024_06_05_2000.dat,2024-06-05,20:30,157.8540,0,36000,36000,-0.370836E-02,2,-17.3785,1,14.2371,1,2.01585,1,0.318597,1,0.530281,0.557631,-0.544116E-01,0.124786E-01,-0.502104E-09,-0.128829E-10,12.9786,392.231,395.619,0.00000,0,333.003,10.0638,10.1661,0.00000,0,282.607,281.707,77746.4,0.957843,1010.74,0.302213E-01,0.206451E-01,0.600072E-02,780.132,1110.65,0.626482E-02,70.2408,330.522,276.562,-0.728463E-03,-1.88294,0.696457E-01,1.88423,0.196469E-13,-0.386869E-13,1.88423,4.46889,139.445,269.978,2.11827,-9999,0.622220E-01,0.830300,1.01009,2.13495,-1.22065,0.288493,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.349958E-02,1.05966,-14.9834,1.11700,10.5989,1.41925,1.91528,1.41925,0.237180,1.41925,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,10,6,2,18,4,1.22745,0.400544,0.326034E-01,0.332799,0.759450E-02,53.6604,-0.154767E-01,0.191528E-02,0.237180,281.593,78473.6
TOA5_45735.high_freq_2024_06_05_2030.dat,2024-06-05,21:00,157.8748,0,36000,36000,-0.574770E-02,2,-2.13061,1,11.8415,1,1.30322,0,0.265007,1,0.909883E-01,3.47545,0.103258,0.777790E-01,0.154896E-09,0.470707E-11,13.0520,394.798,398.324,0.00000,0,396.633,11.9974,12.1431,0.00000,0,282.858,281.784,77746.4,0.956887,1011.80,0.302481E-01,0.171725E-01,0.714733E-02,929.449,1116.39,0.746936E-02,83.2551,186.938,279.068,-0.350255,0.794896,-0.230034E-01,0.868946,-0.142366E-12,0.118676E-13,0.868946,2.84603,296.953,113.780,-1.51695,-9999,0.775027E-01,0.297121,15.9269,0.135400,-0.179927,0.283943E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.568170E-02,1.01162,-1.42989,1.02217,11.2117,1.05590,1.23204,1.05590,0.250912,1.05590,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,3,5,1,0,6,1,0.349443,0.217923,0.268760E-01,0.192035,0.960689E-02,125.728,-0.147688E-02,0.123204E-02,0.250912,281.842,78506.9
TOA5_45735.high_freq_2024_06_05_2100.dat,2024-06-05,21:30,157.8956,0,36000,36000,-0.760487E-01,1,25.6065,1,-9.34959,1,-7.31634,1,-0.209072,1,-0.992278,1.37421,0.195669,0.307296E-01,-0.690306E-10,-0.220388E-11,13.2487,399.649,403.690,0.00000,1,422.979,12.7592,12.9241,0.00000,1,282.083,280.944,77746.4,0.959473,1012.21,0.301652E-01,-0.135478E-01,0.762208E-02,988.231,1054.43,0.794403E-02,93.7217,66.1998,279.957,-0.168358E-02,-0.714643E-01,0.270534E-01,0.764322E-01,0.347826E-13,-0.521038E-14,0.764322E-01,1.51045,152.189,268.650,20.7293,-9999,0.281533,0.177236,-63.5295,-0.339449E-01,-2.73878,-0.936519E-01,0,66.4729,-10.0875,22.8180,56.8200,86.6541,121.534,182.080,-0.706394E-01,1.07658,23.6389,1.06049,-10.2728,1.07136,-7.91186,1.07136,-0.229717,1.07136,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,0,3,4,41,0,0.214090,0.108021,0.323611E-01,0.129754,0.294295E-01,55.6314,0.243402E-01,-0.791186E-02,-0.229717,281.068,78537.7
TOA5_45735.high_freq_2024_06_05_2130.dat,2024-06-05,22:00,157.9165,0,36000,36000,-0.909358E-01,1,39.2665,2,-36.8140,1,-27.9190,2,-0.822869,1,-0.527504,-0.977171,-0.800388,-0.218418E-01,-0.225165E-09,-0.724310E-11,12.6142,379.840,383.690,0.00000,1,405.772,12.2187,12.3698,0.00000,1,281.587,280.499,77746.4,0.961192,1011.90,0.301122E-01,-0.533219E-01,0.731201E-02,946.527,1022.84,0.760723E-02,92.5393,76.3113,279.331,-0.182453,0.748078E-01,0.117163E-01,0.197541,0.318714E-12,-0.178502E-13,0.197541,3.31844,306.418,157.706,3.40023,-9999,0.307583,0.677223,-54.0204,-0.399201E-01,-1.06662,-0.131253,0,78.0614,-11.8461,26.7959,66.7257,101.761,142.721,213.822,-0.876538E-01,1.03744,35.9352,1.03390,-37.3014,1.04497,-28.1570,1.04497,-0.833763,1.04497,800000099,800000099,800000099,800001099,800100099,810100099,899999999,899999999,89999,89999,89,89,1,0,2,0,60,43,0.217655,1.11094,0.258469E-01,0.337465,0.398283,203.725,0.369463E-01,-0.281570E-01,-0.833763,280.328,78571.0
TOA5_45735.high_freq_2024_06_05_2200.dat,2024-06-05,22:30,157.9373,0,36000,36000,-0.124325E-01,1,-7.63670,0,6.31393,0,1.51221,0,0.141153,0,0.204276,-0.708245,-0.852951,-0.158334E-01,-0.810073E-10,-0.267072E-11,11.9070,358.721,361.986,0.500000E-01,0,392.560,11.8266,11.9682,0.00000,0,281.725,280.671,77746.4,0.960742,1011.69,0.301270E-01,0.914669E-02,0.707392E-02,916.271,1035.01,0.736298E-02,88.5278,118.738,278.861,0.321317,-1.85570,0.747452E-01,1.88480,0.120392E-12,-0.680335E-14,1.88480,4.12888,131.700,279.823,2.27277,-9999,0.113757,0.379190,14.0504,0.153483,-1.20950,0.690677E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.122770E-01,1.01267,-7.10865,1.02650,6.10707,1.10218,1.62866,1.10218,0.136528,1.10218,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,9,5,9,10,12,0,0.329872,0.405983,0.225256E-01,0.425911,0.865323E-02,119.435,-0.731363E-02,0.162866E-02,0.136528,280.508,78556.8
TOA5_45735.high_freq_2024_06_05_2230.dat,2024-06-05,23:00,157.9581,0,36000,36000,-0.265890E-01,1,-9.15409,1,6.41938,1,2.77962,1,0.143461,1,-0.422105,-0.202455E-01,0.178329,-0.452451E-03,0.391607E-12,0.127420E-13,12.0687,363.131,366.259,0.00000,0,392.688,11.8154,11.9567,0.00000,0,281.367,280.315,77746.4,0.961968,1011.68,0.300886E-01,0.929629E-02,0.707624E-02,915.408,1010.07,0.735601E-02,90.6283,94.6608,278.848,0.487399,-0.523302,0.379339E-01,0.716130,-0.830748E-13,0.324481E-16,0.716130,2.96151,102.010,312.966,3.03642,-9999,0.166254,0.597518,36.5898,0.589372E-01,-1.42601,0.565772E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.262920E-01,1.01130,-8.61823,1.02015,6.62586,1.04642,2.99372,1.04642,0.148076,1.04642,800000099,800000099,800000099,800000099,800000099,810000099,899999999,899999999,89999,89999,89,89,1,2,5,0,10,8,0.424367,0.746320,0.243477E-01,0.142869,0.125317E-01,59.3098,-0.885555E-02,0.299372E-02,0.148076,280.195,78561.4
TOA5_45735.high_freq_2024_06_05_2300.dat,2024-06-05,23:30,157.9790,0,36000,36000,-0.262357E-01,1,-7.65615,1,3.28319,1,-0.743200,2,0.733750E-01,1,0.299507E-01,0.861095,0.418991,0.192443E-01,-0.234657E-09,-0.772242E-11,12.4102,373.495,376.793,0.00000,1,408.410,12.2915,12.4444,0.00000,0,281.434,280.340,77746.4,0.961709,1011.94,0.300959E-01,0.475470E-02,0.735955E-02,952.142,1011.80,0.765258E-02,94.1040,59.6555,279.417,-0.273909,-0.320407,0.194856E-01,0.421979,-0.182229E-12,-0.189085E-13,0.421979,2.72723,181.856,229.474,2.64667,-9999,0.165167,0.539875,42.9002,0.502678E-01,-2.33192,0.476307E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.258828E-01,1.01363,-7.31529,1.02109,3.61223,1.03975,-0.406101,1.03975,0.807285E-01,1.03975,800000099,800000099,800000099,800001199,800000099,800000199,899999999,899999999,89999,89999,89,89,0,0,2,4,64,32,0.663658,0.404493,0.115990E-01,0.104448,0.113032,289.999,-0.751679E-02,-0.406101E-03,0.807285E-01,280.151,78569.7
TOA5_45735.high_freq_2024_06_05_2330.dat,2024-06-06,00:00,158.0000,0,36000,36000,-0.414986E-01,1,-12.0082,1,9.37023,1,2.82923,1,0.209396,1,-0.949327E-01,-1.29698,1.04240,-0.289837E-01,0.891614E-10,0.258484E-11,13.2733,399.265,403.284,0.00000,0,384.799,11.5749,11.7105,0.00000,0,281.290,280.260,77746.4,0.962243,1011.54,0.300804E-01,0.135689E-01,0.693407E-02,896.841,1006.29,0.720616E-02,89.1237,109.447,278.552,0.681072,-2.04528,0.844941E-01,2.15735,-0.621561E-13,0.671738E-14,2.15735,5.64646,121.011,288.418,2.24460,-9999,0.207670,0.549508,54.3612,0.396699E-01,-1.28153,0.594064E-01,0,47.1877,-7.16091,16.1980,40.3353,61.5139,86.2741,129.254,-0.411179E-01,1.00926,-11.2789,1.01947,9.26452,1.08156,3.07907,1.08156,0.207034,1.08156,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,1,3,2,13,35,7,0.664189,0.393356,0.414717E-01,0.228255,0.654145E-02,150.470,-0.115877E-01,0.307907E-02,0.207034,279.714,78567.9
TOA5_45735.high_freq_2024_06_06_0000.dat,2024-06-06,00:30,158.0208,0,36000,36000,-0.206248E-01,1,-19.2419,0,6.94123,0,2.63009,0,0.155038,0,-0.619042,-1.31235,-0.132653,-0.293125E-01,0.623167E-10,0.170772E-11,13.1920,395.993,399.715,0.00000,0,361.513,10.8517,10.9708,0.00000,0,280.702,279.738,77746.4,0.964299,1011.14,0.300176E-01,0.100465E-01,0.651447E-02,841.003,970.883,0.675566E-02,86.6224,129.880,277.631,0.497238,-1.69469,0.407980E-01,1.76661,-0.706402E-13,0.472381E-14,1.76661,4.73283,126.627,286.352,1.32331,-9999,0.146248,0.712626,11.8469,0.182031,-2.77212,0.134939,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.203484E-01,1.01358,-18.3535,1.02829,7.24742,1.10494,3.16718,1.10494,0.161877,1.10494,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,1,5,2,5,1,0.824851,0.563356,0.370456E-01,0.193100,0.541490E-02,12.3007,-0.188233E-01,0.316718E-02,0.161877,279.396,78563.6
TOA5_45735.high_freq_2024_06_06_0030.dat,2024-06-06,01:00,158.0416,0,36000,36000,-0.357348E-01,1,-17.5287,1,2.34757,1,2.95458,1,0.524097E-01,1,-0.600854,-0.826759,0.852605E-01,-0.184575E-01,0.761580E-10,0.198908E-11,13.2879,398.092,401.714,0.500000E-01,0,347.050,10.3973,10.5065,0.00000,0,280.154,279.233,77746.4,0.966210,1010.88,0.299590E-01,0.339615E-02,0.625385E-02,805.898,937.620,0.647256E-02,85.9515,131.722,277.023,0.330413,-1.57785,0.791607E-01,1.61402,0.418455E-13,0.573138E-14,1.61402,4.70624,126.606,281.827,2.81124,-9999,0.192314,0.661570,29.5686,0.729320E-01,-7.46673,0.933185E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.353727E-01,1.01024,-17.0450,1.02099,3.09155,1.07465,3.52467,1.07465,0.690191E-01,1.07465,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,3,1,4,0,2,0,0.809081,0.477064,0.369933E-01,0.220327,0.784409E-02,8.96918,-0.174512E-01,0.352467E-02,0.690191E-01,279.083,78549.6
TOA5_45735.high_freq_2024_06_06_0100.dat,2024-06-06,01:30,158.0624,0,36000,36000,-0.233072E-01,0,-19.6497,1,3.62419,0,2.44210,1,0.808848E-01,0,-0.395558,-0.669722,0.726005E-01,-0.149469E-01,0.977575E-10,0.245195E-11,13.3650,399.877,403.445,0.00000,0,335.220,10.0297,10.1313,0.00000,0,279.788,278.900,77746.4,0.967495,1010.67,0.299198E-01,0.524134E-02,0.604066E-02,777.500,916.301,0.624361E-02,84.8521,138.801,276.514,0.412151,-1.57110,0.636359E-01,1.62551,0.520507E-13,0.731446E-14,1.62551,3.83294,127.182,284.699,2.24361,-9999,0.155210,0.380097,13.8652,0.155533,-5.42181,0.129472,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.230138E-01,1.01275,-18.9566,1.02642,4.27014,1.09368,3.08392,1.09368,0.953012E-01,1.09368,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,20,15,14,2,0,8,0.182437,0.548949,0.288076E-01,0.358196,0.102190E-01,6.86494,-0.193866E-01,0.308392E-02,0.953012E-01,278.768,78549.6
TOA5_45735.high_freq_2024_06_06_0130.dat,2024-06-06,02:00,158.0833,0,36000,36000,-0.290868E-01,0,-21.3544,0,6.86074,0,1.94209,0,0.153093,0,-0.206990,-0.127957,-0.156869,-0.285528E-02,-0.584211E-10,-0.146923E-11,13.2447,396.022,399.458,0.00000,0,333.090,9.95956,10.0597,0.00000,0,279.608,278.726,77746.4,0.968124,1010.63,0.299005E-01,0.992041E-02,0.600228E-02,772.078,905.319,0.619991E-02,85.2825,133.241,276.415,0.565889,-2.98446,0.753001E-01,3.03857,0.354759E-14,-0.441092E-14,3.03857,5.34309,128.958,280.737,1.42002,-9999,0.173333,0.349895,17.7694,0.121360,-3.11255,0.125916,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.287075E-01,1.01321,-20.4258,1.02831,6.99352,1.13841,2.56390,1.13841,0.156056,1.13841,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,17,1,2,4,0,1,0.350615,0.296959,0.522170E-01,0.166290,0.187296E-02,6.85395,-0.208764E-01,0.256390E-02,0.156056,278.626,78539.8
TOA5_45735.high_freq_2024_06_06_0200.dat,2024-06-06,02:30,158.1041,0,36000,36000,-0.246717E-01,2,-16.4162,1,0.107643,2,2.35299,1,0.240064E-02,2,-0.693997,0.312979,0.490326E-01,0.698004E-02,0.150153E-09,0.382947E-11,13.3119,397.225,400.582,0.500000E-01,0,339.505,10.1307,10.2344,0.00000,0,279.039,278.144,77746.4,0.970087,1010.72,0.298397E-01,0.155561E-03,0.611788E-02,785.306,869.401,0.630653E-02,90.3272,84.0956,276.656,0.147291,-1.19986,0.474618E-01,1.20980,0.589528E-13,0.112796E-13,1.20980,3.94189,133.797,276.998,2.24836,-9999,0.159476,0.811895,18.0025,0.119789,-152.506,0.104988,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.243841E-01,1.01179,-16.0319,1.02374,0.954804,1.07133,2.94339,1.07133,0.212940E-01,1.07133,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,5,1,3,9,4,0,1.48814,0.116609,0.190450E-01,0.421991,0.232098E-01,12.4484,-0.163510E-01,0.294339E-02,0.212940E-01,278.148,78534.7
